  1.2589D-08  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00
  1.5849D-08  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00
  1.9953D-08  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  4.1969D+24  0.0000D+00  0.0000D+00  0.0000D+00  1.0764D+23  4.3045D+24
  2.5119D-08  0.0000D+00  0.0000D+00  0.0000D+00  5.0769D+21  2.3891D+24  2.6539D+20  0.0000D+00  7.2927D+16  1.2652D+23  2.5210D+24
  3.1623D-08  0.0000D+00  0.0000D+00  0.0000D+00  1.2880D+22  1.5367D+24  5.2692D+20  0.0000D+00  2.1661D+17  1.3659D+23  1.6867D+24
  3.9811D-08  0.0000D+00  0.0000D+00  0.0000D+00  2.0927D+22  8.6687D+23  1.3394D+21  2.7778D+22  6.1433D+17  1.3515D+23  1.0521D+24
  5.0119D-08  0.0000D+00  0.0000D+00  0.0000D+00  3.1308D+22  5.9326D+23  2.7352D+21  3.0949D+22  1.6552D+18  1.2076D+23  7.7902D+23
  6.3096D-08  0.0000D+00  0.0000D+00  0.0000D+00  4.2336D+22  4.7557D+23  4.0714D+21  3.1389D+22  4.2270D+18  9.6245D+22  6.4962D+23
  7.9433D-08  0.0000D+00  0.0000D+00  0.0000D+00  5.0610D+22  3.6744D+23  5.5529D+21  2.8279D+22  1.0165D+19  6.8433D+22  5.2032D+23
  1.0000D-07  0.0000D+00  0.0000D+00  0.0000D+00  5.2112D+22  2.6506D+23  7.0480D+21  2.1927D+22  2.2751D+19  4.4342D+22  3.9051D+23
  1.2589D-07  0.0000D+00  0.0000D+00  0.0000D+00  4.4847D+22  1.8609D+23  8.0695D+21  1.3978D+22  4.7003D+19  2.7229D+22  2.8026D+23
  1.5849D-07  0.0000D+00  0.0000D+00  0.0000D+00  3.1343D+22  1.3227D+23  8.1604D+21  6.8794D+21  8.8834D+19  1.6110D+22  1.9486D+23
  1.9953D-07  0.0000D+00  0.0000D+00  0.0000D+00  1.7569D+22  9.4032D+22  7.1342D+21  2.4017D+21  1.5212D+20  9.0956D+21  1.3038D+23
  2.5119D-07  0.0000D+00  0.0000D+00  0.0000D+00  8.4490D+21  6.2307D+22  5.2689D+21  6.2375D+20  2.3317D+20  5.0428D+21  8.1924D+22
  3.1623D-07  0.0000D+00  0.0000D+00  0.0000D+00  4.4835D+21  3.6305D+22  3.2184D+21  2.8565D+20  3.1601D+20  2.9700D+21  4.7579D+22
  3.9811D-07  0.0000D+00  0.0000D+00  0.0000D+00  3.0006D+21  1.8384D+22  1.5932D+21  2.6027D+20  3.7365D+20  1.8870D+21  2.5498D+22
  5.0119D-07  1.7395D+14  0.0000D+00  0.0000D+00  1.9096D+21  8.0223D+21  6.4025D+20  2.2873D+20  3.8128D+20  1.2203D+21  1.2403D+22
  6.3096D-07  3.8123D+15  0.0000D+00  0.0000D+00  9.4297D+20  2.9320D+21  2.2198D+20  1.7977D+20  3.3401D+20  7.5865D+20  5.3694D+21
  7.9433D-07  4.3189D+16  0.0000D+00  0.0000D+00  3.6831D+20  8.5833D+20  8.3736D+19  1.2958D+20  2.5272D+20  4.3488D+20  2.1276D+21
  1.0000D-06  3.3894D+17  0.0000D+00  6.7900D+10  1.5808D+20  1.9165D+20  5.2483D+19  9.1512D+19  1.6755D+20  2.2680D+20  8.8841D+20
  1.2589D-06  1.5418D+18  0.0000D+00  7.0824D+10  1.0842D+20  3.0679D+19  4.6053D+19  7.0896D+19  9.8434D+19  1.0987D+20  4.6589D+20
  1.5849D-06  4.7405D+18  0.0000D+00  2.1278D+11  8.7765D+19  3.2272D+18  3.7130D+19  6.6305D+19  5.1463D+19  5.2284D+19  3.0291D+20
  1.9953D-06  1.0037D+19  0.0000D+00  5.8903D+11  6.4128D+19  1.7303D+17  2.4784D+19  7.1704D+19  2.4424D+19  2.5986D+19  2.2124D+20
  2.5119D-06  1.4610D+19  0.0000D+00  1.6151D+12  3.8456D+19  2.4025D+15  1.3294D+19  7.6643D+19  1.1817D+19  1.3833D+19  1.6866D+20
  3.1623D-06  1.4631D+19  0.0000D+00  4.1483D+12  1.7715D+19  1.9307D+12  5.5355D+18  7.5085D+19  7.0473D+18  7.9184D+18  1.2793D+20
  3.9811D-06  1.0039D+19  9.0575D+12  1.0318D+13  6.0639D+18  1.1629D+06  1.7974D+18  6.2835D+19  4.7731D+18  5.0251D+18  9.0533D+19
  5.0119D-06  4.7013D+18  6.7232D+13  2.4118D+13  1.6635D+18  3.5004D-12  4.6792D+17  4.2602D+19  2.8782D+18  3.4594D+18  5.5772D+19
  6.3096D-06  1.4884D+18  3.6135D+14  5.2830D+13  5.5043D+17  0.0000D+00  9.3742D+16  2.2136D+19  1.3805D+18  2.3141D+18  2.7964D+19
  7.9433D-06  3.2068D+17  1.4233D+15  1.0676D+14  2.8693D+17  0.0000D+00  1.1463D+16  8.3205D+18  5.2345D+17  1.3813D+18  1.0846D+19
  1.0000D-05  5.7697D+16  4.1164D+15  1.9583D+14  1.7286D+17  0.0000D+00  6.5879D+14  2.1657D+18  1.7768D+17  7.1499D+17  3.2939D+18
  1.2589D-05  1.5335D+16  8.6463D+15  3.1925D+14  1.0581D+17  0.0000D+00  2.5893D+13  3.8629D+17  8.0943D+16  3.2053D+17  9.1790D+17
  1.5849D-05  4.8480D+15  1.3044D+16  4.5224D+14  5.2423D+16  0.0000D+00  3.3343D+12  4.9489D+16  5.8812D+16  1.2376D+17  3.0283D+17
  1.9953D-05  1.0196D+15  1.4144D+16  5.4016D+14  1.7256D+16  0.0000D+00  2.4088D+11  4.8181D+15  4.4497D+16  3.9955D+16  1.2223D+17
  2.5119D-05  1.1319D+14  1.1444D+16  5.2855D+14  3.5232D+15  0.0000D+00  2.8988D+11  3.0158D+14  2.6479D+16  1.0111D+16  5.2502D+16
  3.1623D-05  5.0098D+12  7.7676D+15  4.1177D+14  4.2046D+14  0.0000D+00  1.5246D+10  7.5506D+12  1.1127D+16  1.8161D+15  2.1556D+16
  3.9811D-05  5.1332D+10  5.1944D+15  2.4804D+14  2.4569D+13  0.0000D+00  2.7332D+12  3.3838D+10  3.0929D+15  1.9821D+14  8.7609D+15
  5.0119D-05  3.9224D+07  3.4190D+15  1.1166D+14  4.6584D+11  0.0000D+00  2.3532D+09  5.9328D+06  5.3250D+14  1.0271D+13  4.0739D+15
  6.3096D-05  1.4118D+02  1.8699D+15  3.5931D+13  1.1967D+09  0.0000D+00  4.8348D-08  9.8309D-01  5.0115D+13  1.7060D+11  1.9561D+15
  7.9433D-05  5.5315D-10  7.4898D+14  7.6146D+12  6.0937D+04  0.0000D+00  0.0000D+00  1.7886D-15  2.0579D+12  4.5535D+08  7.5865D+14
  1.0000D-04  0.0000D+00  2.0672D+14  9.2050D+11  3.7118D-04  0.0000D+00  0.0000D+00  0.0000D+00  2.4448D+10  4.5223D+04  2.0766D+14
  1.2589D-04  0.0000D+00  3.7370D+13  4.9810D+10  8.9572D-25  0.0000D+00  0.0000D+00  0.0000D+00  3.5936D+07  4.7950D-03  3.7420D+13
  1.5849D-04  0.0000D+00  4.1377D+12  8.0574D+08  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  9.6850D+02  1.6722D-17  4.1385D+12
  1.9953D-04  0.0000D+00  2.5665D+11  2.0109D+06  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  4.0920D-06  0.0000D+00  2.5666D+11
  2.5119D-04  0.0000D+00  7.5215D+09  4.6606D+02  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  5.0137D-25  0.0000D+00  7.5215D+09
  3.1623D-04  0.0000D+00  6.8565D+07  4.6461D-03  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  6.8565D+07
  3.9811D-04  0.0000D+00  7.5159D+04  6.0552D-12  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  7.5159D+04
  5.0119D-04  0.0000D+00  1.4039D+00  4.9937D-31  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  1.4039D+00
  6.3096D-04  0.0000D+00  4.5932D-09  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  4.5932D-09
  7.9433D-04  0.0000D+00  2.1770D-27  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  0.0000D+00  2.1770D-27
