1.2589e-08   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
1.5849e-08   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00
1.9953e-08   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   1.5125e+17   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   1.5125e+17
2.5119e-08   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   1.2014e+17   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   1.2014e+17
3.1623e-08   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   9.5427e+16   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   9.5427e+16
3.9811e-08   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   7.5799e+16   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   7.5799e+16
5.0119e-08   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   6.0207e+16   0.0000e+00   2.1301e+21   0.0000e+00   0.0000e+00   2.1302e+21
6.3096e-08   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   4.7823e+16   0.0000e+00   1.6280e+21   0.0000e+00   0.0000e+00   1.6280e+21
7.9433e-08   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   3.7986e+16   0.0000e+00   1.2442e+21   0.0000e+00   0.0000e+00   1.2442e+21
1.0000e-07   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   3.0173e+16   0.0000e+00   9.5091e+20   0.0000e+00   0.0000e+00   9.5094e+20
1.2589e-07   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   2.3966e+16   0.0000e+00   7.2675e+20   0.0000e+00   0.0000e+00   7.2677e+20
1.5849e-07   0.0000e+00   0.0000e+00   0.0000e+00   0.0000e+00   1.9037e+16   0.0000e+00   5.5543e+20   0.0000e+00   0.0000e+00   5.5545e+20
1.9953e-07   3.3456e+19   0.0000e+00   6.5747e+13   0.0000e+00   4.7911e+15   0.0000e+00   4.2450e+20   0.0000e+00   0.0000e+00   4.5796e+20
2.5119e-07   5.3141e+19   0.0000e+00   6.1475e+13   0.0000e+00   1.2058e+15   0.0000e+00   3.2443e+20   0.0000e+00   0.0000e+00   3.7757e+20
3.1623e-07   5.4355e+19   1.1404e+14   5.7481e+13   0.0000e+00   3.0347e+14   0.0000e+00   2.4795e+20   4.5621e+19   0.0000e+00   3.4793e+20
3.9811e-07   5.5597e+19   1.3147e+14   5.3746e+13   8.7243e+18   7.6376e+13   0.0000e+00   1.8950e+20   3.3717e+19   0.0000e+00   2.8754e+20
5.0119e-07   5.6867e+19   1.5156e+14   5.0254e+13   6.3700e+18   1.9222e+13   0.0000e+00   1.4483e+20   2.4920e+19   0.0000e+00   2.3299e+20
6.3096e-07   5.8166e+19   1.7472e+14   4.6989e+13   4.6511e+18   4.8377e+12   3.7186e+18   1.1069e+20   1.8418e+19   8.8627e+18   2.0451e+20
7.9433e-07   2.9951e+19   2.0142e+14   4.3935e+13   3.3960e+18   3.8430e+12   2.0932e+18   8.7927e+19   1.3612e+19   6.0240e+18   1.4300e+20
1.0000e-06   1.5423e+19   2.3221e+14   4.1081e+13   2.4795e+18   2.6573e+09   1.1782e+18   6.9846e+19   1.0060e+19   4.0945e+18   1.0308e+20
1.2589e-06   2.4501e+19   2.6769e+14   5.5971e+13   1.8105e+18   1.8388e+06   6.6322e+17   3.8159e+19   7.4355e+18   2.7830e+18   7.5352e+19
1.5849e-06   8.4043e+18   4.0215e+14   7.6258e+13   1.3114e+18   1.4603e+06   3.7332e+17   2.0847e+19   5.4954e+18   1.8916e+18   3.8324e+19
1.9953e-06   1.3355e+19   6.0416e+14   1.0060e+14   9.4995e+17   4.3968e-12   1.5894e+17   1.6564e+19   3.4117e+18   1.0354e+18   3.5476e+19
2.5119e-06   9.3804e+18   9.0768e+14   1.3270e+14   6.8808e+17   3.4920e-12   6.7668e+16   4.3103e+18   2.1181e+18   5.6674e+17   1.7132e+19
3.1623e-06   9.9008e+17   1.6055e+15   2.6819e+14   4.2126e+17   0.0000e+00   2.8809e+16   3.4243e+18   1.3150e+18   3.1021e+17   6.4915e+18
3.9811e-06   1.5728e+18   2.8398e+15   3.2370e+14   2.6428e+17   0.0000e+00   1.6555e+15   6.1074e+17   4.4628e+17   2.3639e+17   3.1353e+18
