T t_cool t_int_cool 4PI_epsilon
0.1 0.00000000000000000000e+00 6.51843056721567630768e+08 4.50328026241885476566e-30
1.00202778454699201194e-01 3.65435952985102310777e+06 6.48188697191716551781e+08 4.55628103606928542976e-30
1.00405968100415327049e-01 3.63389107417113194242e+06 6.44554806117545366287e+08 4.60990559496173323957e-30
1.00609569770955128987e-01 3.61353304038787819445e+06 6.40941273077157497406e+08 4.66416128063501556329e-30
1.00813584301816208666e-01 3.59325232852221559733e+06 6.37348020748635292053e+08 4.71905552103274806043e-30
1.01018012530190312570e-01 3.57311165161659242585e+06 6.33774909097018718719e+08 4.77459583152013035077e-30
1.01222855294966884721e-01 3.55310866780017362908e+06 6.30221800429218530655e+08 4.83078981591292297997e-30
1.01428113436736452857e-01 3.53317967904346017167e+06 6.26688620750175118446e+08 4.88764516751836625067e-30
1.01633787797794014618e-01 3.51338529755260795355e+06 6.23175235452622532845e+08 4.94516967018846481191e-30
1.01839879222142659643e-01 3.49369332695031818002e+06 6.19681542125672221184e+08 5.00337119938567163799e-30
1.02046388555496872486e-01 3.47410266740317689255e+06 6.16207439458269000053e+08 5.06225772326099942280e-30
1.02253316645286057573e-01 3.45464154949345905334e+06 6.12752797908775568008e+08 5.12183730374490480959e-30
1.02460664340658078042e-01 3.43527894446166418493e+06 6.09317518964313864708e+08 5.18211809765106176409e-30
1.02668432492482600282e-01 3.41601384620826877654e+06 6.05901505118105649948e+08 5.24310835779300657461e-30
1.02876621953354743799e-01 3.39687356610788218677e+06 6.02504631551997780800e+08 5.30481643411403142850e-30
1.03085233577598536781e-01 3.37782819899807265028e+06 5.99126803352999687195e+08 5.36725077483026280584e-30
1.03294268221270246766e-01 3.35887682559760659933e+06 5.95767926527402043343e+08 5.43041992758731004753e-30
1.03503726742162183161e-01 3.34007318201376590878e+06 5.92427853345388293266e+08 5.49433254063047358785e-30
1.03713609999806055662e-01 3.32133349491308350116e+06 5.89106519850475192070e+08 5.55899736398871814193e-30
1.03923918855476415946e-01 3.30271124669224908575e+06 5.85803808603782892227e+08 5.62442325067256709281e-30
1.04134654172194432431e-01 3.28420468889593286440e+06 5.82519603914886951447e+08 5.69061915788614088447e-30
1.04345816814731179312e-01 3.26578604904909059405e+06 5.79253817865837812424e+08 5.75759414825346133397e-30
1.04557407649611341927e-01 3.24748033670458802953e+06 5.76006337529133200645e+08 5.82535739105908281902e-30
1.04769427545116797229e-01 3.22928591845387732610e+06 5.72777051610679268837e+08 5.89391816350351767416e-30
1.04981877371289986089e-01 3.21117603330535069108e+06 5.69565875577373862267e+08 5.96328585197324279802e-30
1.05194757999937729687e-01 3.19319975546386884525e+06 5.66372675821910023689e+08 6.03346995332576461394e-30
1.05408070304634574055e-01 3.17528093411964597180e+06 5.63197394887790322304e+08 6.10448007618976550532e-30
1.05621815160726550964e-01 3.15749270589544530958e+06 5.60039902181894898415e+08 6.17632594228058045611e-30
1.05835993445334758389e-01 3.13978472733417805284e+06 5.56900117454560756683e+08 6.24901738773115874005e-30
1.06050606037358746692e-01 3.12218015851465426385e+06 5.53777937296046137810e+08 6.32256436443863677539e-30
1.06265653817480473786e-01 3.10470107059082575142e+06 5.50673236225455284119e+08 6.39697694142682902955e-30
1.06481137668167566424e-01 3.08727572330994391814e+06 5.47585960502145290375e+08 6.47226530622465939447e-30
1.06697058473677205970e-01 3.06997317875762702897e+06 5.44515987323387622833e+08 6.54843976626098074748e-30
1.06913417120059667242e-01 3.05276868603411270306e+06 5.41463218637353539467e+08 6.62551075027562715357e-30
1.07130214495161829591e-01 3.03566098775418009609e+06 5.38427557649599313736e+08 6.70348880974714782527e-30
1.07347451488631062677e-01 3.01864885784690408036e+06 5.35408908791752398014e+08 6.78238462033741832117e-30
1.07565128991918709800e-01 3.00173110081333015114e+06 5.32407177690939068794e+08 6.86220898335310796377e-30
1.07783247898283723876e-01 2.98490655100690433756e+06 5.29422271139932155609e+08 6.94297282722450794385e-30
1.08001809102796511586e-01 2.96817407192934304476e+06 5.26454097068002820015e+08 7.02468720900157858056e-30
1.08220813502342347312e-01 2.95153255553214438260e+06 5.23502564512470662594e+08 7.10736331586776924975e-30
1.08440261995625300551e-01 2.93498092154515348375e+06 5.20567583590925514698e+08 7.19101246667164040812e-30
1.08660155483171816382e-01 2.91853874485540017486e+06 5.17649044846070110798e+08 7.27564611347635077143e-30
1.08880494867334351450e-01 2.90216350271006207913e+06 5.14746881343360066414e+08 7.36127584312757997534e-30
1.09101281052295176477e-01 2.88589521595477219671e+06 5.11860986127405285835e+08 7.44791337883977041102e-30
1.09322514944070081633e-01 2.86973220566281024367e+06 5.08991253921742498875e+08 7.53557058180111843429e-30
1.09544197450511970882e-01 2.85363346416047355160e+06 5.06137620457581996918e+08 7.62425945279743265722e-30
1.09766329481314789396e-01 2.83763767912732949480e+06 5.03299982778454661369e+08 7.71399213385499805082e-30
1.09988911948017034637e-01 2.82174327576675545424e+06 5.00478239502687931061e+08 7.80478090990303020028e-30
1.10211945764005683768e-01 2.80591070607223035768e+06 4.97672328796615719795e+08 7.89663821045540301927e-30
1.10435431844519885147e-01 2.79019615221184445545e+06 4.94882132644403874874e+08 7.98957661131237019073e-30
1.10659371106654594308e-01 2.77454178256523795426e+06 4.92107590861838638783e+08 8.08360883628219905884e-30
1.10883764469364556882e-01 2.75900251034147618338e+06 4.89348588351497173309e+08 8.17874775892318220326e-30
1.11108612853467833559e-01 2.74352187137255026028e+06 4.86605066480124652386e+08 8.27500640430603370214e-30
1.11333917181649824646e-01 2.72815353790919994935e+06 4.83876912942215442657e+08 8.37239795079706525003e-30
1.11559678378466892168e-01 2.71286009761458169669e+06 4.81164052844600856304e+08 8.47093573186244481121e-30
1.11785897370350148505e-01 2.69765836842013569549e+06 4.78466394476180732250e+08 8.57063323789345373051e-30
1.12012575085609383807e-01 2.68252975637285737321e+06 4.75783864719807863235e+08 8.67150411805360830405e-30
1.12239712454436785238e-01 2.66749071698632184416e+06 4.73116374002821564674e+08 8.77356218214708809313e-30
1.12467310408910725616e-01 2.65254001955873984843e+06 4.70463833983262836933e+08 8.87682140250937622011e-30
1.12695369882999704703e-01 2.63765975324145006016e+06 4.67826174230021357536e+08 8.98129591592033865657e-30
1.12923891812565999060e-01 2.62288236291030794382e+06 4.65203291867111027241e+08 9.08700002553930810126e-30
1.13152877135369714368e-01 2.60817347573832469061e+06 4.62595118391372680664e+08 9.19394820286349247097e-30
1.13382326791072532424e-01 2.59356481646107183769e+06 4.60001553574911594391e+08 9.30215508970909423568e-30
1.13612241721241472026e-01 2.57902283690979983658e+06 4.57422530738001823425e+08 9.41163550021580621460e-30
1.13842622869352927406e-01 2.56456279604374291375e+06 4.54857967941958069801e+08 9.52240442287501033579e-30
1.14073471180796470748e-01 2.55018365527549106628e+06 4.52307784286682605743e+08 9.63447702258175502944e-30
1.14304787602878640818e-01 2.53588440188784804195e+06 4.49771899884794771671e+08 9.74786864271079852089e-30
1.14536573084826981406e-01 2.52167926575802406296e+06 4.47250220619036734104e+08 9.86259480721733319361e-30
1.14768828577793816081e-01 2.50753667241491237655e+06 4.44742683946621835232e+08 9.97867122276217241938e-30
1.15001555034860244997e-01 2.49348594491137424484e+06 4.42249198001710474491e+08 1.00961137808621579583e-29
1.15234753411040016791e-01 2.47951095681070396677e+06 4.39769687044899761677e+08 1.02149385600656618116e-29
1.15468424663283358855e-01 2.46561082185449637473e+06 4.37304076223045289516e+08 1.03351618281539392288e-29
1.15702569750481112920e-01 2.45178467608511541039e+06 4.34852291546960175037e+08 1.04568000443682193633e-29
1.15937189633468412664e-01 2.43804586295757070184e+06 4.32414245684002578259e+08 1.05798698616629245394e-29
1.16172285275028833174e-01 2.42437904582682764158e+06 4.29989866638175725937e+08 1.07043881289857762332e-29
1.16407857639898318358e-01 2.41078343020723946393e+06 4.27579083207968473434e+08 1.08303718935842608784e-29
1.16643907694768955707e-01 2.39727193808470666409e+06 4.25181811269883751869e+08 1.09578384033397040548e-29
1.16880436408293195139e-01 2.38382979973736731336e+06 4.22797981470146358013e+08 1.10868051091283112643e-29
1.17117444751087623755e-01 2.37046966470091463998e+06 4.20427511805445432663e+08 1.12172896672105177387e-29
1.17354933695737073673e-01 2.35717713071202859282e+06 4.18070334674733400345e+08 1.13493099416481484165e-29
1.17592904216798591066e-01 2.34396457999306032434e+06 4.15726370094740331173e+08 1.14828840067499738317e-29
1.17831357290805321947e-01 2.33081796809423388913e+06 4.13395552126646101475e+08 1.16180301495462840920e-29
1.18070293896270717138e-01 2.31776218277016934007e+06 4.11077789943875908852e+08 1.17547668722925103718e-29
1.18309715013692418051e-01 2.30475784390673646703e+06 4.08773032099969148636e+08 1.18931128950021335436e-29
1.18549621625556211857e-01 2.29184220470171375200e+06 4.06481189895267426968e+08 1.20330871580095693868e-29
1.18790014716340264211e-01 2.27900147316890349612e+06 4.04202188422098517418e+08 1.21747088245633526702e-29
1.19030895272519046668e-01 2.26622246648481488228e+06 4.01935965955613732338e+08 1.23179972834495038041e-29
1.19272264282567291849e-01 2.25351667804595222697e+06 3.99682449277567803860e+08 1.24629721516459020220e-29
1.19514122736964253924e-01 2.24088315305457403883e+06 3.97441566124513208866e+08 1.26096532770082087983e-29
1.19756471628197580515e-01 2.22832096042330516502e+06 3.95213245164089918137e+08 1.27580607409868706635e-29
1.19999311950767531543e-01 2.21582919222312793136e+06 3.92997415971866786480e+08 1.29082148613764247529e-29
1.20242644701191003787e-01 2.20340696313756937161e+06 3.90794009008729219437e+08 1.30601361950973060709e-29
1.20486470878005527685e-01 2.19105340992960985750e+06 3.88602955598799586296e+08 1.32138455410097851281e-29
1.20730791481773583329e-01 2.17876769092240044847e+06 3.86424187907877206802e+08 1.33693639427618912703e-29
1.20975607515086444610e-01 2.16656008074239268899e+06 3.84257627827134788036e+08 1.35267126916700226950e-29
1.21220919982568509088e-01 2.15440745972268003970e+06 3.82103220367412090302e+08 1.36859133296340704495e-29
1.21466729890881350307e-01 2.14233111228873254731e+06 3.79960889255123376846e+08 1.38469876520864986931e-29
1.21713038248727728474e-01 2.13032989972776966169e+06 3.77830559355395615101e+08 1.40099577109762332134e-29
1.21959846066855975844e-01 2.11838153535871580243e+06 3.75712177820036888123e+08 1.41748458177877954014e-29
1.22207154358063882493e-01 2.10650660417378507555e+06 3.73605671215863108635e+08 1.43416745465957377375e-29
1.22454964137203026198e-01 2.09469369765236042440e+06 3.71510977518210768700e+08 1.45104667371551318845e-29
1.22703276421182949640e-01 2.08295236016890802421e+06 3.69428025158041834831e+08 1.46812454980286306705e-29
1.22952092228975115584e-01 2.07128157380812871270e+06 3.67356743584233701229e+08 1.48540342097499330033e-29
1.23201412581617361641e-01 2.05967035943998210132e+06 3.65297073224793732166e+08 1.50288565280247727547e-29
1.23451238502217994220e-01 2.04811809719803906046e+06 3.63248955127595722675e+08 1.52057363869695969695e-29
1.23701571015959813082e-01 2.03663393833568063565e+06 3.61212321189260065556e+08 1.53846980023880735259e-29
1.23952411150104649384e-01 2.02521695379775902256e+06 3.59187104235462307930e+08 1.55657658750865885262e-29
1.24203759933997237574e-01 2.01386623748552682810e+06 3.57173237997976779938e+08 1.57489647942283270387e-29
1.24455618399069697921e-01 2.00258090573023841716e+06 3.55170657092246532440e+08 1.59343198407272011623e-29
1.24707987578845699850e-01 1.99135078752079070546e+06 3.53179306304725766182e+08 1.61218563906814236278e-29
1.24960868508944555888e-01 1.98018456831896537915e+06 3.51199121736406803131e+08 1.63116001188477050417e-29
1.25214262227085704193e-01 1.96909051880928734317e+06 3.49230031217597544193e+08 1.65035770021562485333e-29
1.25468169773092830255e-01 1.95804954256634064950e+06 3.47271981675031185150e+08 1.66978133232671359558e-29
1.25722592188898057985e-01 1.94707005774022405967e+06 3.45324911617290973663e+08 1.68943356741685036103e-29
1.25977530518546543270e-01 1.93616008129237429239e+06 3.43388751535998582840e+08 1.70931709598172445756e-29
1.26232985808200248723e-01 1.92530120633730618283e+06 3.41463450329661250114e+08 1.72943464018222292359e-29
1.26488959106142800914e-01 1.91451016798663581721e+06 3.39548940161674618721e+08 1.74978895421714144766e-29
1.26745451462783376151e-01 1.90377748202947783284e+06 3.37645162679645121098e+08 1.77038282470021212803e-29
1.27002463930661113611e-01 1.89310246218048944138e+06 3.35752060217464625835e+08 1.79121907104163808846e-29
1.27259997564449667262e-01 1.88249272072159219533e+06 3.33869567496743023396e+08 1.81230054583406376405e-29
1.27518053420961091637e-01 1.87193913146303663962e+06 3.31997628365279972553e+08 1.83363013524310305055e-29
1.27776632559150615798e-01 1.86144106198764778674e+06 3.30136187303292334080e+08 1.85521075940252396846e-29
1.28035736040120778911e-01 1.85100589152318448760e+06 3.28285181411769151688e+08 1.87704537281396961045e-29
1.28295364927125704613e-01 1.84063274018420511857e+06 3.26444548671584963799e+08 1.89913696475145555482e-29
1.28555520285575652917e-01 1.83031293904823390767e+06 3.24614235732536733150e+08 1.92148855967065187236e-29
1.28816203183041266822e-01 1.82005364357500290498e+06 3.22794182088961720467e+08 1.94410321762291973895e-29
1.29077414689258013203e-01 1.80984640423584659584e+06 3.20984335684725880623e+08 1.96698403467426015977e-29
1.29339155876130623701e-01 1.79969822944582230411e+06 3.19184637455280065536e+08 1.99013414332917900902e-29
1.29601427817737230308e-01 1.78960833674035151489e+06 3.17395029118539690971e+08 2.01355671295953816993e-29
1.29864231590334139321e-01 1.77957596305293799378e+06 3.15615453155486762524e+08 2.03725495023846620285e-29
1.30127568272360050194e-01 1.76960036425907351077e+06 3.13845852791227698326e+08 2.06123209957938879760e-29
1.30391438944440385406e-01 1.75968081473395554349e+06 3.12086171976493716240e+08 2.08549144358016976113e-29
1.30655844689391981150e-01 1.74981660692073544487e+06 3.10336355369572997093e+08 2.11003630347253882417e-29
1.30920786592227333944e-01 1.74000705090221017599e+06 3.08596348318670809269e+08 2.13487003957679085235e-29
1.31186265740159097026e-01 1.73025147398580983281e+06 3.06866096844685018063e+08 2.15999605176184278195e-29
1.31452283222604632273e-01 1.72054922029580478556e+06 3.05145547624389231205e+08 2.18541777991063847104e-29
1.31718840131190229048e-01 1.71090643793173669837e+06 3.03434641186457514763e+08 2.21113870439116462992e-29
1.31985937559755989179e-01 1.70131555798789090477e+06 3.01733325628469645977e+08 2.23716234653289089777e-29
1.32253576604359934787e-01 1.69177597542490204796e+06 3.00041549653044760227e+08 2.26349226910885322835e-29
1.32521758363282698978e-01 1.68229365386507497169e+06 2.98359255999179661274e+08 2.29013207682346186021e-29
1.32790483937031994488e-01 1.67286131244588526897e+06 2.96686394686733782291e+08 2.31708541680594502916e-29
1.33059754428347110089e-01 1.66348479522277577780e+06 2.95022909891511023045e+08 2.34435597910972521778e-29
1.33329570942203462502e-01 1.65415700769609143026e+06 2.93368752883814930916e+08 2.37194749721755165885e-29
1.33599934585817176069e-01 1.64488367630844144151e+06 2.91723869207506477833e+08 2.39986374855269793879e-29
1.33870846468649440375e-01 1.63565788781332853250e+06 2.90088211319693148136e+08 2.42810855499604000993e-29
1.34142307702411339720e-01 1.62649136211658851244e+06 2.88461719957576572895e+08 2.45668578340936745866e-29
1.34414319401068155235e-01 1.61737111099406424910e+06 2.86844348846582531929e+08 2.48559934616473296859e-29
1.34686882680844083326e-01 1.60830263393118442036e+06 2.85236046212651371956e+08 2.51485320168009249292e-29
1.34959998660226843104e-01 1.59929116471945005469e+06 2.83636755047931909561e+08 2.54445135496125239073e-29
1.35233668459972117271e-01 1.59032418981441576034e+06 2.82046430858117520809e+08 2.57439785815014034317e-29
1.35507893203108326086e-01 1.58140704509402182885e+06 2.80465023813023507595e+08 2.60469681107963518715e-29
1.35782674014941040497e-01 1.57253911435931571759e+06 2.78892484698664188385e+08 2.63535236183476004534e-29
1.36058012023057811613e-01 1.56372542552033672109e+06 2.77328759273143827915e+08 2.66636870732069249303e-29
1.36333908357332611594e-01 1.55495963312297523953e+06 2.75773799640020847321e+08 2.69775009383725937364e-29
1.36610364149930663125e-01 1.54624116833502287045e+06 2.74227558471685826778e+08 2.72950081766033609212e-29
1.36887380535312852547e-01 1.53756947660347376950e+06 2.72689988995082378387e+08 2.76162522562999960639e-29
1.37164958650240614846e-01 1.52894938866421673447e+06 2.71161039606418132782e+08 2.79412771574565484050e-29
1.37443099633780374536e-01 1.52038019005835079588e+06 2.69640659416359782219e+08 2.82701273776813620091e-29
1.37721804627308430646e-01 1.51185593684902414680e+06 2.68128803479510784149e+08 2.86028479382893889952e-29
1.38001074774515591903e-01 1.50338131862598005682e+06 2.66625422160884797573e+08 2.89394843904655373875e-29
1.38280911221411645373e-01 1.49495054474056256004e+06 2.65130471616144239902e+08 2.92800828215010154061e-29
1.38561315116330435737e-01 1.48656821176704764366e+06 2.63643903404377192259e+08 2.96246898611032831639e-29
