T t_cool t_int_cool 4PI_epsilon
0.1 0.00000000000000000000e+00 1.68594932727620530128e+09 1.60969445908714690787e-27
1.00202778454699201194e-01 1.02214926181433089077e+07 1.67572783465806198120e+09 1.62938773627603873225e-27
1.00405968100415327049e-01 1.01595737105584330857e+07 1.66556826094750356674e+09 1.64932194386539744405e-27
1.00609569770955128987e-01 1.00980180880020726472e+07 1.65547024285950160027e+09 1.66950002942796641201e-27
1.00813584301816208666e-01 1.00367328327258769423e+07 1.64543351002677583694e+09 1.68992497659745830615e-27
1.01018012530190312570e-01 9.97589270086439512670e+06 1.63545761732591152191e+09 1.71059980550972779907e-27
1.01222855294966884721e-01 9.91549058161699771881e+06 1.62554212674429440498e+09 1.73152757324934103753e-27
1.01428113436736452857e-01 9.85534823162713088095e+06 1.61568677851266717911e+09 1.75271137430162403420e-27
1.01633787797794014618e-01 9.79563432251393049955e+06 1.60589114419015336037e+09 1.77415434101022118902e-27
1.01839879222142659643e-01 9.73625857592437230051e+06 1.59615488561422896385e+09 1.79585964404025828706e-27
1.02046388555496872486e-01 9.67721749916195496917e+06 1.58647766811506700516e+09 1.81783049284719032881e-27
1.02253316645286057573e-01 9.61858926878090947866e+06 1.57685907884628605843e+09 1.84007013615133168178e-27
1.02460664340658078042e-01 9.56028700022521801293e+06 1.56729879184606075287e+09 1.86258186241828379285e-27
1.02668432492482600282e-01 9.50230748189572617412e+06 1.55779648436416506767e+09 1.88536900034513095907e-27
1.02876621953354743799e-01 9.44472624209946766496e+06 1.54835175812206554413e+09 1.90843491935267320602e-27
1.03085233577598536781e-01 9.38745965722961723804e+06 1.53896429846483588219e+09 1.93178303008364461650e-27
1.03294268221270246766e-01 9.33050477564262598753e+06 1.52963379368919324875e+09 1.95541678490701468453e-27
1.03503726742162183161e-01 9.27401040629054605961e+06 1.52035978328290271759e+09 1.97933967842849000035e-27
1.03713609999806055662e-01 9.21774345255304127932e+06 1.51114203983034968376e+09 2.00355524800722631081e-27
1.03923918855476415946e-01 9.16185199822198227048e+06 1.50198018783212780952e+09 2.02806707427891023240e-27
1.04134654172194432431e-01 9.10633071261342614889e+06 1.49287385711951446533e+09 2.05287878168519806123e-27
1.04345816814731179312e-01 9.05110214900136739016e+06 1.48382275497051310539e+09 2.07799403900961535370e-27
1.04557407649611341927e-01 8.99623522029428370297e+06 1.47482651975021886826e+09 2.10341655992009843765e-27
1.04769427545116797229e-01 8.94172493950274027884e+06 1.46588479481071615219e+09 2.12915010351810574878e-27
1.04981877371289986089e-01 8.88749678333757631481e+06 1.45699729802737855911e+09 2.15519847489440768842e-27
1.05194757999937729687e-01 8.83368615588125400245e+06 1.44816361187149739265e+09 2.18156552569181041980e-27
1.05408070304634574055e-01 8.78008194805216230452e+06 1.43938352992344522476e+09 2.20825515467459477641e-27
1.05621815160726550964e-01 8.72688604843524843454e+06 1.43065664387501001358e+09 2.23527130830509824994e-27
1.05835993445334758389e-01 8.67395884890602342784e+06 1.42198268502610397339e+09 2.26261798132719468501e-27
1.06050606037358746692e-01 8.62136396464752405882e+06 1.41336132106145644188e+09 2.29029921735699382229e-27
1.06265653817480473786e-01 8.56916188818267732859e+06 1.40479215917327380180e+09 2.31831910948079799818e-27
1.06481137668167566424e-01 8.51715419428943097591e+06 1.39627500497898435593e+09 2.34668180086026183252e-27
1.06697058473677205970e-01 8.46553108783880434930e+06 1.38780947389114546776e+09 2.37539148534507417619e-27
1.06913417120059667242e-01 8.41422385115715116262e+06 1.37939525003998827934e+09 2.40445240809306976548e-27
1.07130214495161829591e-01 8.36322861681716144085e+06 1.37103202142317104340e+09 2.43386886619793380665e-27
1.07347451488631062677e-01 8.31254161034668143839e+06 1.36271947981282424927e+09 2.46364520932461213260e-27
1.07565128991918709800e-01 8.26215914797986485064e+06 1.35445732066484427452e+09 2.49378584035247823036e-27
1.07783247898283723876e-01 8.21207763447708822787e+06 1.34624524303036713600e+09 2.52429521602633964781e-27
1.08001809102796511586e-01 8.16229356099256779999e+06 1.33808294946937465668e+09 2.55517784761549363824e-27
1.08220813502342347312e-01 8.11280350296367052943e+06 1.32997014596641087532e+09 2.58643830158072119429e-27
1.08440261995625300551e-01 8.06360411807965487242e+06 1.32190654184833121300e+09 2.61808120024958681332e-27
1.08660155483171816382e-01 8.01474879200173355639e+06 1.31389179305632948875e+09 2.65011122249987216134e-27
1.08880494867334351450e-01 7.96612036078167427331e+06 1.30592567269554781914e+09 2.68253310445141770714e-27
1.09101281052295176477e-01 7.91782834433425776660e+06 1.29800784435121345520e+09 2.71535164016649178444e-27
1.09322514944070081633e-01 7.86986770494291279465e+06 1.29013797664627051353e+09 2.74857168235861174827e-27
1.09544197450511970882e-01 7.82212560928296390921e+06 1.28231585103698754311e+09 2.78219814311010959253e-27
1.09766329481314789396e-01 7.77470778435865137726e+06 1.27454114325262880325e+09 2.81623599459849619727e-27
1.09988911948017034637e-01 7.72760950014726724476e+06 1.26681353375248146057e+09 2.85069026983163604385e-27
