m_progenitor m_total_dust m_olivine m_pyroxene m_quartz m_iron m_solid_carbon m_SiC
1 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
1.1 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 4.12400E-06 0.00000E+00 4.12400E-06
1.2 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 3.58500E-04 0.00000E+00 3.58500E-04
1.25 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 5.97600E-04 0.00000E+00 5.97600E-04
1.3 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 8.87800E-04 0.00000E+00 8.87800E-04
1.4 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.29800E-03 0.00000E+00 1.29800E-03
1.5 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.98500E-03 0.00000E+00 1.98500E-03
1.6 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 2.52000E-03 0.00000E+00 2.52000E-03
1.7 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 3.15900E-03 0.00000E+00 3.15900E-03
1.8 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.12200E-09 3.82700E-03 0.00000E+00 3.82700E-03
1.9 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.22100E-09 4.20900E-03 0.00000E+00 4.20900E-03
2 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.36700E-09 4.53800E-03 0.00000E+00 4.53800E-03
2.1 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.48300E-09 4.79900E-03 0.00000E+00 4.79900E-03
2.2 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.62900E-09 5.09600E-03 0.00000E+00 5.09600E-03
2.3 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.74800E-09 5.41600E-03 0.00000E+00 5.41600E-03
2.4 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.89500E-09 5.68700E-03 0.00000E+00 5.68700E-03
2.5 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 2.03500E-09 5.78800E-03 0.00000E+00 5.78800E-03
3 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 3.00600E-09 6.99700E-03 0.00000E+00 6.99700E-03
3.5 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 3.84200E-09 9.75100E-03 0.00000E+00 9.75100E-03
4 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 4.80200E-09 1.28300E-02 0.00000E+00 1.28300E-02
4.01 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 4.82500E-09 1.28600E-02 0.00000E+00 1.28600E-02
4.5 1.31800E-09 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.30800E-09 0.00000E+00 0.00000E+00 2.18500E-09 5.78900E-04 0.00000E+00 5.78905E-04
5 1.74400E-09 0.00000E+00 1.25200E-09 0.00000E+00 0.00000E+00 1.69900E-09 0.00000E+00 0.00000E+00 2.40700E-09 5.81200E-04 0.00000E+00 5.81207E-04
5.5 2.20300E-09 0.00000E+00 1.55700E-09 0.00000E+00 0.00000E+00 2.10000E-09 0.00000E+00 0.00000E+00 2.45400E-09 5.90300E-04 0.00000E+00 5.90308E-04
6 2.69800E-09 0.00000E+00 1.87500E-09 0.00000E+00 0.00000E+00 2.52500E-09 0.00000E+00 0.00000E+00 2.53700E-09 5.96800E-04 0.00000E+00 5.96810E-04
6.5 3.23400E-09 0.00000E+00 2.21500E-09 0.00000E+00 0.00000E+00 2.98100E-09 0.00000E+00 0.00000E+00 2.74300E-09 6.15800E-04 0.00000E+00 6.15811E-04
7 3.79500E-09 0.00000E+00 2.57400E-09 0.00000E+00 0.00000E+00 3.46700E-09 0.00000E+00 0.00000E+00 2.90400E-09 6.26600E-04 0.00000E+00 6.26613E-04
