m_progenitor m_total_dust m_olivine m_pyroxene m_quartz m_iron m_solid_carbon m_SiC
1 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
1.1 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.486E-06 0.000E+00 1.486E-06
1.2 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 2.554E-08 2.259E-04 0.000E+00 2.259E-04
1.25 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 7.297E-08 5.476E-04 0.000E+00 5.477E-04
1.3 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 9.196E-08 7.373E-04 0.000E+00 7.374E-04
1.4 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.226E-07 1.164E-03 0.000E+00 1.164E-03
1.5 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.652E-07 1.700E-03 0.000E+00 1.700E-03
1.6 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.949E-07 2.442E-03 0.000E+00 2.442E-03
1.7 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 2.053E-07 3.175E-03 0.000E+00 3.175E-03
1.8 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 2.349E-07 4.090E-03 0.000E+00 4.090E-03
1.9 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 2.587E-07 5.151E-03 0.000E+00 5.151E-03
2 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 2.830E-07 5.589E-03 0.000E+00 5.589E-03
2.1 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 2.881E-07 6.268E-03 0.000E+00 6.268E-03
2.2 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 3.391E-07 6.850E-03 0.000E+00 6.850E-03
2.3 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 3.454E-07 7.532E-03 0.000E+00 7.532E-03
2.4 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 3.793E-07 7.909E-03 0.000E+00 7.909E-03
2.5 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 2.350E-08 0.000E+00 3.990E-07 8.647E-03 0.000E+00 8.647E-03
3 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 6.012E-07 1.429E-02 1.095E-09 1.429E-02
3.5 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.128E-06 8.011E-03 1.799E-09 8.012E-03
4 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.595E-06 1.063E-02 2.083E-09 1.063E-02
4.01 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.605E-06 1.068E-02 2.087E-09 1.068E-02
4.5 2.032E-07 1.530E-07 1.003E-07 4.704E-08 1.900E-08 2.632E-07 0.000E+00 0.000E+00 3.989E-07 4.100E-04 1.686E-08 4.112E-04
5 2.709E-07 1.972E-07 1.332E-07 5.893E-08 2.452E-08 3.292E-07 0.000E+00 0.000E+00 4.525E-07 4.018E-04 2.418E-08 4.033E-04
5.5 3.042E-07 2.151E-07 1.514E-07 6.360E-08 2.778E-08 3.682E-07 0.000E+00 2.681E-09 5.197E-07 4.075E-04 3.039E-08 4.092E-04
6 3.462E-07 2.398E-07 1.742E-07 7.091E-08 3.200E-08 4.256E-07 0.000E+00 0.000E+00 5.530E-07 4.098E-04 2.775E-08 4.117E-04
6.5 3.944E-07 2.700E-07 1.983E-07 7.935E-08 3.657E-08 4.867E-07 0.000E+00 1.574E-09 6.357E-07 4.219E-04 3.861E-08 4.240E-04
7 4.524E-07 3.073E-07 2.275E-07 9.031E-08 4.210E-08 5.641E-07 0.000E+00 2.388E-09 6.819E-07 4.251E-04 3.691E-08 4.275E-04
