T t_cool t_int_cool 4PI_epsilon
0.1 0.00000000000000000000e+00 8.80411425757605171204e+09 1.38893822327718247618e-21
1.00192539700617658238e-01 5.07297564233243837953e+07 8.75338450115272712708e+09 1.40507291909317518039e-21
1.00385450116598440307e-01 5.04374480622770041227e+07 8.70294705309045028687e+09 1.42139504424048033092e-21
1.00578731961716641430e-01 5.01468337477132156491e+07 8.65280021934273719788e+09 1.43790677599352013179e-21
1.00772385951120771463e-01 4.98578939395881518722e+07 8.60294232540314865112e+09 1.45461031691898689161e-21
1.00966412801336308247e-01 4.95706095434959530830e+07 8.55337171585965251923e+09 1.47150789516964927900e-21
1.01160813230268403773e-01 4.92850515275802686810e+07 8.50408666433207225800e+09 1.48860176478157766786e-21
1.01355587957204354432e-01 4.90010213748476952314e+07 8.45508564295722484589e+09 1.50589420597480794468e-21
1.01550737702816404329e-01 4.87186795160804688931e+07 8.40636696344114398956e+09 1.52338752545750189431e-21
1.01746263189164437568e-01 4.84380055222476646304e+07 8.35792895791889667511e+09 1.54108405673368146477e-21
1.01942165139698517895e-01 4.81588938495995104313e+07 8.30977006406929683685e+09 1.55898616041445020653e-21
1.02138444279261622616e-01 4.78814125366591960192e+07 8.26188865153263759613e+09 1.57709622453291385145e-21
1.02335101334092459791e-01 4.76054588606432154775e+07 8.21428319267199420929e+09 1.59541666486273871764e-21
1.02532137031827896845e-01 4.73311823739708214998e+07 8.16695201029802322388e+09 1.61394992524035866067e-21
1.02729552101505847150e-01 4.70584802436773329973e+07 8.11989353005434608459e+09 1.63269847789101451255e-21
1.02927347273567962316e-01 4.67873346506241187453e+07 8.07310619540372180939e+09 1.65166482375849077954e-21
1.03125523279862185699e-01 4.65177281820101961493e+07 8.02658846722171115875e+09 1.67085149283874087530e-21
1.03324080853645611233e-01 4.62497227561138942838e+07 7.98033874446559715271e+09 1.69026104451738678345e-21
1.03523020729587175714e-01 4.59832209982656091452e+07 7.93435552346733188629e+09 1.70989606791109860373e-21
1.03722343643770281707e-01 4.57182838223484009504e+07 7.88863723964498329163e+09 1.72975918221297472867e-21
1.03922050333695628610e-01 4.54548164773334115744e+07 7.84318242316765022278e+09 1.74985303704193581627e-21
1.04122141538283835560e-01 4.51929542474340125918e+07 7.79798946892021656036e+09 1.77018031279613274665e-21
1.04322617997878341889e-01 4.49325278258065283298e+07 7.75305694109440994263e+09 1.79074372101054253607e-21
1.04523480454247974514e-01 4.46735961610502675176e+07 7.70838334493336009979e+09 1.81154600471863578708e-21
1.04724729650589723495e-01 4.44162151538173556328e+07 7.66396712977954292297e+09 1.83258993881826764301e-21
1.04926366331531614740e-01 4.41602938109580725431e+07 7.61980683596858501434e+09 1.85387833044187123971e-21
1.05128391243135346778e-01 4.39058160201633200049e+07 7.57590101994842147827e+09 1.87541401933087842313e-21
1.05330805132899024690e-01 4.36528363606841415167e+07 7.53224818358773708344e+09 1.89719987821452985687e-21
1.05533608749760074441e-01 4.34013370238334611058e+07 7.48884684656390380859e+09 1.91923881319307602428e-21
1.05736802844097879661e-01 4.31512318886919990182e+07 7.44569561467521190643e+09 1.94153376412545827457e-21
1.05940388167736571079e-01 4.29026421755892634392e+07 7.40279297249962234497e+09 1.96408770502140559006e-21
1.06144365473947926981e-01 4.26554146011347100139e+07 7.36013755789848804474e+09 1.98690364443821828440e-21
1.06348735517453982236e-01 4.24096016183022931218e+07 7.31772795628018569946e+09 2.00998462588203588268e-21
1.06553499054429942627e-01 4.21652529484490826726e+07 7.27556270333173656464e+09 2.03333372821385211783e-21
1.06758656842506988172e-01 4.19222859364408403635e+07 7.23364041739529609680e+09 2.05695406606020858274e-21
1.06964209640774979282e-01 4.16807495475633889437e+07 7.19195966784773254395e+09 2.08084879022863963638e-21
1.07170158209785357228e-01 4.14406267660948112607e+07 7.15051904108163738251e+09 2.10502108812801338504e-21
1.07376503311553961328e-01 4.12018383109292760491e+07 7.10931720277070808411e+09 2.12947418419367846062e-21
1.07583245709563735115e-01 4.09644320262577161193e+07 7.06835277074445056915e+09 2.15421134031759263797e-21
1.07790386168767668429e-01 4.07283920097664669156e+07 7.02762437873468399048e+09 2.17923585628343253905e-21
1.07997925455591642363e-01 4.04937027217730805278e+07 6.98713067601291084290e+09 2.20455107020678786739e-21
1.08205864337937121555e-01 4.02603489769019410014e+07 6.94687032703600883484e+09 2.23016035898039503382e-21
1.08414203585184124035e-01 4.00283750739091262221e+07 6.90684195196210002899e+09 2.25606713872464226310e-21
1.08622943968194052289e-01 3.97977644746184796095e+07 6.86704418748748111725e+09 2.28227486524324123338e-21
1.08832086259312510457e-01 3.95684432305542156100e+07 6.82747574425692653656e+09 2.30878703448419878448e-21
1.09041631232372121518e-01 3.93404546641210019588e+07 6.78813528959280586243e+09 2.33560718300613985277e-21
1.09251579662695552653e-01 3.91137833205191418529e+07 6.74902150627228641510e+09 2.36273888845011780160e-21
1.09461932327098179774e-01 3.88884140973668769002e+07 6.71013309217491912842e+09 2.39018577001680644706e-21
1.09672690003891057375e-01 3.86643322367106899619e+07 6.67146875993820858002e+09 2.41795148894926787666e-21
1.09883853472883888380e-01 3.84415233171382024884e+07 6.63302723662106990814e+09 2.44603974902136978784e-21
1.10095423515387730307e-01 3.82200271645874083042e+07 6.59480720945648288727e+09 2.47445429703182488681e-21
1.10307400914218006749e-01 3.79998281501935124397e+07 6.55680738130628967285e+09 2.50319892330400393957e-21
1.10519786453697338446e-01 3.77808583141638115048e+07 6.51902652299212551117e+09 2.53227746219152548418e-21
1.10732580919658568641e-01 3.75631566299116015434e+07 6.48146336636221408844e+09 2.56169379258975611680e-21
1.10945785099447497002e-01 3.73467084930163547397e+07 6.44411665786919784546e+09 2.59145183845319502027e-21
1.11159399781925863349e-01 3.71315505251750499010e+07 6.40698510734402275085e+09 2.62155556931895714545e-21
1.11373425757474373010e-01 3.69175664098040983081e+07 6.37006754093421840668e+09 2.65200900083623241787e-21
1.11587863817995444626e-01 3.67048437340210601687e+07 6.33336269720019721985e+09 2.68281619530197525235e-21
1.11802714756916235506e-01 3.64933674671024307609e+07 6.29686932973309516907e+09 2.71398126220278375083e-21
1.12017979369191625350e-01 3.62830743257370591164e+07 6.26058625540735816956e+09 2.74550835876309045840e-21
1.12233658451307019566e-01 3.60740477058457881212e+07 6.22451220770151233673e+09 2.77740169049970229351e-21
1.12449752801281388503e-01 3.58661769363651797175e+07 6.18864603076514720917e+09 2.80966551178275096610e-21
1.12666263218670278934e-01 3.56594968881668746471e+07 6.15298653387698078156e+09 2.84230412640329688179e-21
1.12883190504568617363e-01 3.54540405510566681623e+07 6.11753249332592391968e+09 2.87532188814732623073e-21
1.13100535461613763144e-01 3.52497473520512804389e+07 6.08228274597387218475e+09 2.90872320137657008146e-21
1.13318298893988519960e-01 3.50466498442413508892e+07 6.04723609612963104248e+09 2.94251252161602736599e-21
1.13536481607424036278e-01 3.48446891471376344562e+07 6.01239140698249340057e+09 2.97669435614827676803e-21
1.13755084409202775197e-01 3.46439416792721301317e+07 5.97774746530322170258e+09 3.01127326461471631656e-21
1.13974108108161623076e-01 3.44443048758694157004e+07 5.94330316042735195160e+09 3.04625385962385594556e-21
1.14193553514694734474e-01 3.42458537164403274655e+07 5.90905730671091175079e+09 3.08164080736651443736e-21
1.14413421440756571390e-01 3.40485310748139023781e+07 5.87500877563609790802e+09 3.11743882823833678052e-21
1.14633712699865025764e-01 3.38523244237205833197e+07 5.84115645121237754822e+09 3.15365269746944010168e-21
