T t_cool t_int_cool 4PI_epsilon
0.1 0.00000000000000000000e+00 8.99462496321261024475e+09 2.14855685463977759583e-20
1.00192539700617658238e-01 5.19781368268486782908e+07 8.94264682638576126099e+09 2.17355235188414329057e-20
1.00385450116598440307e-01 5.16777640496898666024e+07 8.89096906233607101440e+09 2.19883863711066050168e-20
1.00578731961716641430e-01 5.13791370479683652520e+07 8.83958992528810310364e+09 2.22441909322110067787e-20
1.00772385951120771463e-01 5.10822357142378315330e+07 8.78850768957386589050e+09 2.25029714247219902566e-20
1.00966412801336308247e-01 5.07870403989715054631e+07 8.73772064917489433289e+09 2.27647624693345889054e-20
1.01160813230268403773e-01 5.04936237250267118216e+07 8.68722702544986724854e+09 2.30295990895036469105e-20
1.01355587957204354432e-01 5.02017822215330228209e+07 8.63702524322833442688e+09 2.32975167161286377588e-20
1.01550737702816404329e-01 4.99116801688530296087e+07 8.58711356305948066711e+09 2.35685511922941060746e-20
1.01746263189164437568e-01 4.96232965507596358657e+07 8.53749026650872135162e+09 2.38427387780646854941e-20
1.01942165139698517895e-01 4.93365231564022377133e+07 8.48815374335231876373e+09 2.41201161553359504540e-20
1.02138444279261622616e-01 4.90514296060985326767e+07 8.43910231374622058868e+09 2.44007204327418692548e-20
1.02335101334092459791e-01 4.87679105844271332026e+07 8.39033440316179370880e+09 2.46845891506191954373e-20
1.02532137031827896845e-01 4.84861192140738964081e+07 8.34184828394771957397e+09 2.49717602860295016410e-20
1.02729552101505847150e-01 4.82059500678613707423e+07 8.29364233387985801697e+09 2.52622722578400777056e-20
1.02927347273567962316e-01 4.79273848110382556915e+07 8.24571494906881999969e+09 2.55561639318634974125e-20
1.03125523279862185699e-01 4.76504055263111442327e+07 8.19806454354250907898e+09 2.58534746260570846586e-20
1.03324080853645611233e-01 4.73750755589560568333e+07 8.15068946798355293274e+09 2.61542441157830193380e-20
1.03523020729587175714e-01 4.71012950838376358151e+07 8.10358817289971542358e+09 2.64585126391295915011e-20
1.03722343643770281707e-01 4.68291264171207398176e+07 8.05675904648259449005e+09 2.67663209022940822613e-20
1.03922050333695628610e-01 4.65584724262570664287e+07 8.01020057405633735657e+09 2.70777100850287008531e-20
