T t_cool t_int_cool 4PI_epsilon
0.1 0.00000000000000000000e+00 8.77793502043253135681e+09 2.20897073071449293420e-26
1.00192539700617658238e-01 5.05575458721190094948e+07 8.72737747456041145325e+09 2.23462586136976726356e-26
1.00385450116598440307e-01 5.02663541490832343698e+07 8.67711112041132736206e+09 2.26057895246830280808e-26
1.00578731961716641430e-01 4.99768492711557224393e+07 8.62713427114017105103e+09 2.28683346454020161496e-26
1.00772385951120771463e-01 4.96890117773830369115e+07 8.57744525936278820038e+09 2.31339289830627118188e-26
1.00966412801336308247e-01 4.94028226507449075580e+07 8.52804243671204376221e+09 2.34026079514482858874e-26
1.01160813230268403773e-01 4.91183526319553703070e+07 8.47892408408008861542e+09 2.36744073756389164222e-26
1.01355587957204354432e-01 4.88354038881138041615e+07 8.43008868019197463989e+09 2.39493634967881930913e-26
1.01550737702816404329e-01 4.85541363198179602623e+07 8.38153454387215709686e+09 2.42275129769560433750e-26
1.01746263189164437568e-01 4.82745295798228830099e+07 8.33326001429233455658e+09 2.45088929039967543354e-26
1.01942165139698517895e-01 4.79964784930068477988e+07 8.28526353579932785034e+09 2.47935407965040988445e-26
1.02138444279261622616e-01 4.77200508804999068379e+07 8.23754348491882801056e+09 2.50814946088142837377e-26
1.02335101334092459791e-01 4.74451443778413012624e+07 8.19009834054098701477e+09 2.53727927360665333498e-26
1.02532137031827896845e-01 4.71719080458243489265e+07 8.14292643249516296387e+09 2.56674740193224793376e-26
1.02729552101505847150e-01 4.69002394100089669228e+07 8.09602619308515357971e+09 2.59655777507451890470e-26
1.02927347273567962316e-01 4.66301207231018245220e+07 8.04939607236205196381e+09 2.62671436788383088230e-26
1.03125523279862185699e-01 4.63615346426030099392e+07 8.00303453771944904327e+09 2.65722120137460253755e-26
1.03324080853645611233e-01 4.60945428907404616475e+07 7.95693999482870864868e+09 2.68808234326143990869e-26
1.03523020729587175714e-01 4.58290484314754307270e+07 7.91111094639723300934e+09 2.71930190850157911743e-26
1.03722343643770281707e-01 4.55651119860397204757e+07 7.86554583441119289398e+09 2.75088405984345652171e-26
1.03922050333695628610e-01 4.53026391324953958392e+07 7.82024319527869796753e+09 2.78283300838186002966e-26
1.04122141538283835560e-01 4.50417647136454582214e+07 7.77520143056505203247e+09 2.81515301411933555888e-26
1.04322617997878341889e-01 4.47823200007987096906e+07 7.73041911056425285339e+09 2.84784838653431700191e-26
1.04523480454247974514e-01 4.45243637565497681499e+07 7.68589474680770301819e+09 2.88092348515561235595e-26
1.04724729650589723495e-01 4.42679517062946483493e+07 7.64162679510140800476e+09 2.91438272014379416010e-26
1.04926366331531614740e-01 4.40129931721514090896e+07 7.59761380192925643921e+09 2.94823055287916822384e-26
1.05128391243135346778e-01 4.37594721065911054611e+07 7.55385432982266521454e+09 2.98247149655672414920e-26
1.05330805132899024690e-01 4.35074429180327430367e+07 7.51034688690463256836e+09 3.01711011678779902768e-26
1.05533608749760074441e-01 4.32568878684114962816e+07 7.46708999903622150421e+09 3.05215103220895194548e-26
1.05736802844097879661e-01 4.30077211344419568777e+07 7.42408227790177917480e+09 3.08759891509775829348e-26
1.05940388167736571079e-01 4.27600635441783517599e+07 7.38132221435760116577e+09 3.12345849199576380194e-26
1.06144365473947926981e-01 4.25137623347276747227e+07 7.33880845202287387848e+09 3.15973454433877737944e-26
1.06348735517453982236e-01 4.22688697953369095922e+07 7.29653958222753715515e+09 3.19643190909436328060e-26
1.06553499054429942627e-01 4.20254354932050779462e+07 7.25451414673433208466e+09 3.23355547940683508603e-26
1.06758656842506988172e-01 4.17833770581522062421e+07 7.21273076967617988586e+09 3.27111020524963555196e-26
1.06964209640774979282e-01 4.15427433038024529815e+07 7.17118802637237739563e+09 3.30910109408542891966e-26
1.07170158209785357228e-01 4.13035172815531715751e+07 7.12988450909082412720e+09 3.34753321153370594243e-26
1.07376503311553961328e-01 4.10656199831031560898e+07 7.08881888910772132874e+09 3.38641168204628676529e-26
1.07583245709563735115e-01 4.08290991046860367060e+07 7.04798979000303554535e+09 3.42574168959056496290e-26
1.07790386168767668429e-01 4.05939388069375157356e+07 7.00739585119609832764e+09 3.46552847834072921242e-26
1.07997925455591642363e-01 4.03601236117683947086e+07 6.96703572758432960510e+09 3.50577735337703492142e-26
1.08205864337937121555e-01 4.01276383940717056394e+07 6.92690808919025802612e+09 3.54649368139313155078e-26
1.08414203585184124035e-01 3.98965273167872726917e+07 6.88701156187347030640e+09 3.58768289141168842269e-26
1.08622943968194052289e-01 3.96667739065926671028e+07 6.84734478796687793732e+09 3.62935047550824037934e-26
1.08832086259312510457e-01 3.94383044685190543532e+07 6.80790648349835872650e+09 3.67150198954354544436e-26
1.09041631232372121518e-01 3.92111621923381686211e+07 6.76869532130602073669e+09 3.71414305390432017727e-26
1.09251579662695552653e-01 3.89853316840659976006e+07 6.72970998962195491791e+09 3.75727935425272121103e-26
1.09461932327098179774e-01 3.87607979008246660233e+07 6.69094919172113037109e+09 3.80091664228441455648e-26
1.09672690003891057375e-01 3.85375461428831368685e+07 6.65241164557824707031e+09 3.84506073649549842243e-26
1.09883853472883888380e-01 3.83155620458004921675e+07 6.61409608353244686127e+09 3.88971752295834555852e-26
1.10095423515387730307e-01 3.80948853147220090032e+07 6.57600119821772480011e+09 3.93489295610641046427e-26
1.10307400914218006749e-01 3.78755003818135112524e+07 6.53812569783591175079e+09 3.98059305952823564500e-26
1.10519786453697338446e-01 3.76573395192442685366e+07 6.50046835831666755676e+09 4.02682392677055933947e-26
1.10732580919658568641e-01 3.74404415823802575469e+07 6.46302791673428726196e+09 4.07359172215085245705e-26
1.10945785099447497002e-01 3.72247920240337178111e+07 6.42580312471025371552e+09 4.12090268157924799017e-26
1.11159399781925863349e-01 3.70104273558886498213e+07 6.38879269735436534882e+09 4.16876311339001730073e-26
1.11373425757474373010e-01 3.67972316502134650946e+07 6.35199546570415210724e+09 4.21717939918274538275e-26
1.11587863817995444626e-01 3.65852922176997736096e+07 6.31541017348645210266e+09 4.26615799467317812465e-26
1.11802714756916235506e-01 3.63745940860381647944e+07 6.27903557940041351318e+09 4.31570543055405725579e-26
1.12017979369191625350e-01 3.61650741871083378792e+07 6.24287050521330547333e+09 4.36582831336592977582e-26
1.12233658451307019566e-01 3.59568156547268033028e+07 6.20691368955857849121e+09 4.41653332637798352426e-26
1.12449752801281388503e-01 3.57497081867348551750e+07 6.17116398137184333801e+09 4.46782723047921768731e-26
1.12666263218670278934e-01 3.55437865495581701398e+07 6.13562019482228469849e+09 4.51971686507999702935e-26
1.12883190504568617363e-01 3.53390836349938437343e+07 6.10028111118729114532e+09 4.57220914902385955765e-26
1.13100535461613763144e-01 3.51355390755104124546e+07 6.06514557211178112030e+09 4.62531108151016651526e-26
1.13318298893988519960e-01 3.49331853275559097528e+07 6.03021238678422546387e+09 4.67902974302737314915e-26
1.13536481607424036278e-01 3.47319637101092338562e+07 5.99548042307411575317e+09 4.73337229629703619566e-26
1.13755084409202775197e-01 3.45319504032183215022e+07 5.96094847267089748383e+09 4.78834598722895010629e-26
1.13974108108161623076e-01 3.43330431825187355280e+07 5.92661542948837852478e+09 4.84395814588732132606e-26
1.14193553514694734474e-01 3.41353167938578426838e+07 5.89248011269452095032e+09 4.90021618746805064915e-26
1.14413421440756571390e-01 3.39387143042118921876e+07 5.85854139839030933380e+09 4.95712761328758627310e-26
