T t_cool t_int_cool 4PI_epsilon
0.1 0.00000000000000000000e+00 8.77777564379755783081e+09 2.20897073071449835330e-29
1.00192539700617658238e-01 5.05566279215653017163e+07 8.72721901587599182129e+09 2.23462586136976775906e-29
1.00385450116598440307e-01 5.02654414855663776398e+07 8.67695357439042472839e+09 2.26057895246829935080e-29
1.00578731961716641430e-01 4.99759418640483990312e+07 8.62697763252637672424e+09 2.28683346454019511518e-29
1.00772385951120771463e-01 4.96881095964111462235e+07 8.57728952292996501923e+09 2.31339289830626948015e-29
1.00966412801336308247e-01 4.94019256659798175097e+07 8.52788759726398563385e+09 2.34026079514482968063e-29
1.01160813230268403773e-01 4.91174608121841847897e+07 8.47877013645180130005e+09 2.36744073756388811767e-29
1.01355587957204354432e-01 4.88345172057153061032e+07 8.42993561924608612061e+09 2.39493634967881651998e-29
1.01550737702816404329e-01 4.85532547442677393556e+07 8.38138236450181865692e+09 2.42275129769560557961e-29
1.01746263189164437568e-01 4.82736530809662416577e+07 8.33310871142085266113e+09 2.45088929039966924540e-29
1.01942165139698517895e-01 4.79956070425981953740e+07 8.28511310437825489044e+09 2.47935407965041199648e-29
1.02138444279261622616e-01 4.77191844490626975894e+07 8.23739391992919254303e+09 2.50814946088143185795e-29
1.02335101334092459791e-01 4.74442829377574026585e+07 8.18994963699143505096e+09 2.53727927360665987736e-29
1.02532137031827896845e-01 4.71710515667693614960e+07 8.14277858542466545105e+09 2.56674740193224940904e-29
1.02729552101505847150e-01 4.68993878635189533234e+07 8.09587919756114673615e+09 2.59655777507451452368e-29
1.02927347273567962316e-01 4.66292740810349807143e+07 8.04924992348011207581e+09 2.62671436788382561790e-29
1.03125523279862185699e-01 4.63606928771324902773e+07 8.00288923060297966003e+09 2.65722120137459506695e-29
1.03324080853645611233e-01 4.60937059729184955359e+07 7.95679552463006114960e+09 2.68808234326144708782e-29
1.03523020729587175714e-01 4.58282163341166824102e+07 7.91096730829594421387e+09 2.71930190850158134157e-29
1.03722343643770281707e-01 4.55642846808558925986e+07 7.86540302361508846283e+09 2.75088405984346199686e-29
1.03922050333695628610e-01 4.53018165929127782583e+07 7.82010120702217578888e+09 2.78283300838186532545e-29
1.04122141538283835560e-01 4.50409469106419533491e+07 7.77506026011153411865e+09 2.81515301411934300258e-29
1.04322617997878341889e-01 4.47815069084159582853e+07 7.73027875320311832428e+09 2.84784838653431467015e-29
1.04523480454247974514e-01 4.45235553477622047067e+07 7.68575519785535621643e+09 2.88092348515560871482e-29
1.04724729650589723495e-01 4.42671479530650526285e+07 7.64148804990229129791e+09 2.91438272014378813340e-29
1.04926366331531614740e-01 4.40121940480887517333e+07 7.59747585585420227051e+09 2.94823055287917292324e-29
1.05128391243135346778e-01 4.37586775855961143970e+07 7.55371717826860618591e+09 2.98247149655672547203e-29
1.05330805132899024690e-01 4.35066529730181545019e+07 7.51021052529558849335e+09 3.01711011678779166021e-29
1.05533608749760074441e-01 4.32561024726117625833e+07 7.46695442282297706604e+09 3.05215103220895607539e-29
1.05736802844097879661e-01 4.30069402626502662897e+07 7.42394748256032657623e+09 3.08759891509775854459e-29
1.05940388167736571079e-01 4.27592871689938530326e+07 7.38118819539133262634e+09 3.12345849199576019668e-29
1.06144365473947926981e-01 4.25129904315231591463e+07 7.33867520495980930328e+09 3.15973454433877128099e-29
