T t_cool t_int_cool 4PI_epsilon
0.1 0.00000000000000000000e+00 4.42798562130946655273e+10 3.17316175011085007560e-32
1.00202778454699201194e-01 2.59650143782452195883e+08 4.40202060693122100830e+10 3.21134008663447552060e-32
1.00405968100415327049e-01 2.58128904190282344818e+08 4.37620771651219253540e+10 3.24997777073463358123e-32
1.00609569770955128987e-01 2.56616277271881878376e+08 4.35054608878500442505e+10 3.28908032909427888714e-32
1.00813584301816208666e-01 2.55109906636567860842e+08 4.32503509812134780884e+10 3.32865335489085414632e-32
1.01018012530190312570e-01 2.53614239001042127609e+08 4.29967367422124328613e+10 3.36870250859632811300e-32
1.01222855294966884721e-01 2.52129100164135098457e+08 4.27446076420482940674e+10 3.40923351878684668199e-32
1.01428113436736452857e-01 2.50649963387518852949e+08 4.24939576786607742310e+10 3.45025218296212902847e-32
1.01633787797794014618e-01 2.49181123121894896030e+08 4.22447765555388793945e+10 3.49176436837470020625e-32
1.01839879222142659643e-01 2.47720288772362321615e+08 4.19970562667665176392e+10 3.53377601286916656739e-32
1.02046388555496872486e-01 2.46267376443110764027e+08 4.17507888903234100342e+10 3.57629312573151101325e-32
1.02253316645286057573e-01 2.44824380917219638824e+08 4.15059645094061889648e+10 3.61932178854863031416e-32
1.02460664340658078042e-01 2.43389096389694392681e+08 4.12625754130164947510e+10 3.66286815607826666988e-32
1.02668432492482600282e-01 2.41961445888749718666e+08 4.10206139671277465820e+10 3.70693845712932584757e-32
1.02876621953354743799e-01 2.40543357769250571728e+08 4.07800706093584976196e+10 3.75153899545282712444e-32
1.03085233577598536781e-01 2.39132707750228285789e+08 4.05409379016082687378e+10 3.79667615064361531213e-32
1.03294268221270246766e-01 2.37729425267163336277e+08 4.03032084763411026001e+10 3.84235637905280256719e-32
1.03503726742162183161e-01 2.36337307138444185257e+08 4.00668711692026596069e+10 3.88858621471130837595e-32
1.03713609999806055662e-01 2.34950418855454891920e+08 3.98319207503472061157e+10 3.93537227026446377600e-32
1.03923918855476415946e-01 2.33572538981581062078e+08 3.95983482113656234741e+10 3.98272123791785223979e-32
1.04134654172194432431e-01 2.32203537167448282242e+08 3.93661446741981735229e+10 4.03063989039455800352e-32
1.04345816814731179312e-01 2.30841443692552685738e+08 3.91353032305056228638e+10 4.07913508190385085258e-32
1.04557407649611341927e-01 2.29488020795093327761e+08 3.89058152097105331421e+10 4.12821374912167301489e-32
1.04769427545116797229e-01 2.28143146607318103313e+08 3.86776720631032180786e+10 4.17788291218280554854e-32
1.04981877371289986089e-01 2.26804924626634955406e+08 3.84508671384765853882e+10 4.22814967568495342966e-32
1.05194757999937729687e-01 2.25476815154503762722e+08 3.82253903233220825195e+10 4.27902122970505915898e-32
1.05408070304634574055e-01 2.24153434860734045506e+08 3.80012368884613494873e+10 4.33050485082764947157e-32
1.05621815160726550964e-01 2.22839941947048068047e+08 3.77783969465143051147e+10 4.38260790318573352066e-32
1.05835993445334758389e-01 2.21532776922247499228e+08 3.75568641695920562744e+10 4.43533783951408339455e-32
1.06050606037358746692e-01 2.20233568802243024111e+08 3.73366306007898101807e+10 4.48870220221530257673e-32
1.06265653817480473786e-01 2.18943868120742112398e+08 3.71176867326690673828e+10 4.54270862443857506239e-32
1.06481137668167566424e-01 2.17658609924534529448e+08 3.69000281227445297241e+10 4.59736483117162061812e-32
1.06697058473677205970e-01 2.16382658757966786623e+08 3.66836454639865646362e+10 4.65267864034554144016e-32
1.06913417120059667242e-01 2.15114263560869872570e+08 3.64685312004256973267e+10 4.70865796395311087763e-32
1.07130214495161829591e-01 2.13853330133101552725e+08 3.62546778702925949097e+10 4.76531080918046097754e-32
1.07347451488631062677e-01 2.12599766574630260468e+08 3.60420781037179641724e+10 4.82264527955245239560e-32
1.07565128991918709800e-01 2.11353483230349332094e+08 3.58307246204876174927e+10 4.88066957609171408303e-32
1.07783247898283723876e-01 2.10114392636578559875e+08 3.56206102278510360718e+10 4.93939199849171128472e-32
1.08001809102796511586e-01 2.08882409468726634979e+08 3.54117278183823089600e+10 4.99882094630393380893e-32
1.08220813502342347312e-01 2.07657450489437550306e+08 3.52040703678928680420e+10 5.05896492013931513977e-32
1.08440261995625300551e-01 2.06439434498717099428e+08 3.49976309333941497803e+10 5.11983252288412324061e-32
1.08660155483171816382e-01 2.05229732835111081600e+08 3.47924012005590362549e+10 5.18143246093052557984e-32
1.08880494867334351450e-01 2.04025349879181891680e+08 3.45883758506798553467e+10 5.24377354542186395883e-32
1.09101281052295176477e-01 2.02829094517215013504e+08 3.43855467561626434326e+10 5.30686469351302285706e-32
1.09322514944070081633e-01 2.01640842700189918280e+08 3.41839059134624519348e+10 5.37071492964592304247e-32
1.09544197450511970882e-01 2.00457707798417538404e+08 3.39834482056640357971e+10 5.43533338684025320793e-32
1.09766329481314789396e-01 1.99282403038612514734e+08 3.37841658026254234314e+10 5.50072930799997059445e-32
1.09988911948017034637e-01 1.98114812001448512077e+08 3.35860509906239738464e+10 5.56691204723521808699e-32
1.10211945764005683768e-01 1.96952152974130243063e+08 3.33890988376498451233e+10 5.63389107120047776156e-32
1.10435431844519885147e-01 1.95798364864109545946e+08 3.31933004727857360840e+10 5.70167596044848575564e-32
1.10659371106654594308e-01 1.94649383798811405897e+08 3.29986510889869232178e+10 5.77027641080071092443e-32
1.10883764469364556882e-01 1.93509057735571861267e+08 3.28051420312513504028e+10 5.83970223473417066661e-32
1.11108612853467833559e-01 1.92373420954115062952e+08 3.26127686102972335815e+10 5.90996336278499664573e-32
1.11333917181649824646e-01 1.91246232512311518192e+08 3.24215223777849235535e+10 5.98106984496889272682e-32
1.11559678378466892168e-01 1.90124864105583369732e+08 3.22313975136793403625e+10 6.05303185221855190855e-32
1.11785897370350148505e-01 1.89010489775274902582e+08 3.20423870239040641785e+10 6.12585967783856978061e-32
1.12012575085609383807e-01 1.87901801865140557289e+08 3.18544852220389251709e+10 6.19956373897781290489e-32
1.12239712454436785238e-01 1.86799948527681231499e+08 3.16676852735112457275e+10 6.27415457811929466955e-32
1.12467310408910725616e-01 1.85704838507661908865e+08 3.14819804350035820007e+10 6.34964286458827787584e-32
1.12695369882999704703e-01 1.84615213164090782404e+08 3.12973652218394927979e+10 6.42603939607834897782e-32
1.12923891812565999060e-01 1.83533338745044678450e+08 3.11138318830944480896e+10 6.50335510019580444659e-32
1.13152877135369714368e-01 1.82456804862897902727e+08 3.09313750782315483093e+10 6.58160103602287146171e-32
1.13382326791072532424e-01 1.81387826333704054356e+08 3.07499872518978424072e+10 6.66078839569940165748e-32
1.13612241721241472026e-01 1.80324051825110942125e+08 3.05696632000727310181e+10 6.74092850602381739649e-32
1.13842622869352927406e-01 1.79266544126008480787e+08 3.03903966559467239380e+10 6.82203283007332918126e-32
1.14073471180796470748e-01 1.78215225995393753052e+08 3.02121814299513282776e+10 6.90411296884348879522e-32
1.14304787602878640818e-01 1.77170022077302843332e+08 3.00350114078740272522e+10 6.98718066290758066980e-32
1.14536573084826981406e-01 1.76131921742102950811e+08 2.98588794861319236755e+10 7.07124779409598613374e-32
1.14768828577793816081e-01 1.75098714861516475677e+08 2.96837807712704086304e+10 7.15632638719572307592e-32
1.15001555034860244997e-01 1.74072444905128598213e+08 2.95097083263652801514e+10 7.24242861167043142868e-32
1.15234753411040016791e-01 1.73051981175820052624e+08 2.93366563451894607544e+10 7.32956678340102342438e-32
1.15468424663283358855e-01 1.72037257524695336819e+08 2.91646190876647644043e+10 7.41775336644736756085e-32
1.15702569750481112920e-01 1.71028209424783796072e+08 2.89935908782399787903e+10 7.50700097483108290933e-32
1.15937189633468412664e-01 1.70025763217997193336e+08 2.88235651150219802856e+10 7.59732237433979846839e-32
1.16172285275028833174e-01 1.69028844693763792515e+08 2.86545362703282165527e+10 7.68873048435314578128e-32
1.16407857639898318358e-01 1.68037394375861018896e+08 2.84864988759523544312e+10 7.78123837969076945544e-32
1.16643907694768955707e-01 1.67052308670805215836e+08 2.83194465672815475464e+10 7.87485929248239609031e-32
1.16880436408293195139e-01 1.66072553875509262085e+08 2.81533740134060401917e+10 7.96960661406064036757e-32
1.17117444751087623755e-01 1.65099007058561801910e+08 2.79882750063474769592e+10 8.06549389687636000422e-32
1.17354933695737073673e-01 1.64130660755761086941e+08 2.78241443455917167664e+10 8.16253485643723065913e-32
1.17592904216798591066e-01 1.63168373069958716631e+08 2.76609759725217590332e+10 8.26074337326958239408e-32
1.17831357290805321947e-01 1.62211162072208672762e+08 2.74987648104495506287e+10 8.36013349490373853749e-32
1.18070293896270717138e-01 1.61260755598345130682e+08 2.73375040548512039185e+10 8.46071943788349519851e-32
1.18309715013692418051e-01 1.60314409344997972250e+08 2.71771896455062065125e+10 8.56251558979940424396e-32
1.18549621625556211857e-01 1.59374710931464582682e+08 2.70178149345747413635e+10 8.66553651134696326077e-32
1.18790014716340264211e-01 1.58440696530891329050e+08 2.68593742380438499451e+10 8.76979693840921000694e-32
1.19030895272519046668e-01 1.57511445652121961117e+08 2.67018627923917274475e+10 8.87531178416446141186e-32
1.19272264282567291849e-01 1.56587753406594485044e+08 2.65452750389851341248e+10 8.98209614121959452536e-32
1.19514122736964253924e-01 1.55669549329213202000e+08 2.63896054896559219360e+10 9.09016528376872052771e-32
1.19756471628197580515e-01 1.54756764672431200743e+08 2.62348487249834899902e+10 9.19953466977808163184e-32
1.19999311950767531543e-01 1.53849332365747094154e+08 2.60809993926177444458e+10 9.31021994319699681026e-32
1.20242644701191003787e-01 1.52947186975690156221e+08 2.59280522056420555115e+10 9.42223693619568179916e-32
1.20486470878005527685e-01 1.52050264666747152805e+08 2.57760019409753074646e+10 9.53560167142967078325e-32
1.20730791481773583329e-01 1.51158503163310289383e+08 2.56248434378119964600e+10 9.65033036433185132369e-32
1.20975607515086444610e-01 1.50272611279102593660e+08 2.54745708265328941345e+10 9.76643942543159689507e-32
1.21220919982568509088e-01 1.49390981463074505329e+08 2.53251798450698204041e+10 9.88394546270245635245e-32
1.21466729890881350307e-01 1.48515086100103497505e+08 2.51766647589697151184e+10 1.00028652839374172300e-31
1.21713038248727728474e-01 1.47644841987061738968e+08 2.50290199169826545715e+10 1.01232158991531846757e-31
