T t_cool t_int_cool 4PI_epsilon
0.1 0.00000000000000000000e+00 4.81716349268297576904e+10 5.77480682423033999640e-32
1.00202778454699201194e-01 2.84884176613915503025e+08 4.78867507502158432007e+10 5.84458190087696904394e-32
1.00405968100415327049e-01 2.83200816054632902145e+08 4.76035499341612091064e+10 5.91520004344597572549e-32
1.00609569770955128987e-01 2.81527073380387127399e+08 4.73220228607808227539e+10 5.98667143834509338338e-32
1.00813584301816208666e-01 2.79860362141263484955e+08 4.70421624986395568848e+10 6.05900639505975367064e-32
1.01018012530190312570e-01 2.78205559169243276119e+08 4.67639569394703140259e+10 6.13221534764020578816e-32
1.01222855294966884721e-01 2.76562471590112984180e+08 4.64873944678802032471e+10 6.20630885620658766885e-32
1.01428113436736452857e-01 2.74926132475537121296e+08 4.62124683354046630859e+10 6.28129760847214069268e-32
1.01633787797794014618e-01 2.73301250957442641258e+08 4.59391670844472198486e+10 6.35719242128485038174e-32
1.01839879222142659643e-01 2.71685313120111227036e+08 4.56674817713271102905e+10 6.43400424218778786118e-32
1.02046388555496872486e-01 2.70078225612833738327e+08 4.53974035457142791748e+10 6.51174415099817945523e-32
1.02253316645286057573e-01 2.68482174648774564266e+08 4.51289213710655059814e+10 6.59042336140562918679e-32
1.02460664340658078042e-01 2.66894739734367072582e+08 4.48620266313311386108e+10 6.67005322258965620582e-32
1.02668432492482600282e-01 2.65315835174613505602e+08 4.45967107961565246582e+10 6.75064522085674639355e-32
1.02876621953354743799e-01 2.63747574063868612051e+08 4.43329632220926589966e+10 6.83221098129721153949e-32
1.03085233577598536781e-01 2.62187625717555582523e+08 4.40707755963751068115e+10 6.91476226946205095927e-32
1.03294268221270246766e-01 2.60635911523859441280e+08 4.38101396848512496948e+10 6.99831099306002246366e-32
1.03503726742162183161e-01 2.59096592698656409979e+08 4.35510430921525955200e+10 7.08286920367539561726e-32
1.03713609999806055662e-01 2.57563161702532261610e+08 4.32934799304500656128e+10 7.16844909850621102952e-32
1.03923918855476415946e-01 2.56039759675528049469e+08 4.30374401707745361328e+10 7.25506302212371676887e-32
