T t_cool t_int_cool 4PI_epsilon
0.1 0.00000000000000000000e+00 4.55297813945215682983e+10 9.40609707969276809467e-34
1.00202778454699201194e-01 2.72558792321776628494e+08 4.52572226021997909546e+10 9.52044171154744355244e-34
1.00405968100415327049e-01 2.70928513931001901627e+08 4.49862940882687911987e+10 9.63617636608965092807e-34
1.00609569770955128987e-01 2.69307672038061201572e+08 4.47169864162307281494e+10 9.75331794099253453738e-34
1.00813584301816208666e-01 2.67693790601352095604e+08 4.44492926256293792725e+10 9.87188353934295485751e-34
1.01018012530190312570e-01 2.66091532605748623610e+08 4.41832010930236282349e+10 9.99189047213848367684e-34
1.01222855294966884721e-01 2.64500711076089829206e+08 4.39187003819475402832e+10 1.01133562608147960634e-33
1.01428113436736452857e-01 2.62916573581515103579e+08 4.36557838083660278320e+10 1.02362986398040048234e-33
1.01633787797794014618e-01 2.61343621784176975489e+08 4.33944401865818481445e+10 1.03607355591235850725e-33
1.01839879222142659643e-01 2.59779449516150027514e+08 4.31346607370656967163e+10 1.04866851869973206669e-33
1.02046388555496872486e-01 2.58223965632321387529e+08 4.28764367714333724976e+10 1.06141659125077901129e-33
1.02253316645286057573e-01 2.56679258364352315664e+08 4.26197575130690231323e+10 1.07431963482811771066e-33
1.02460664340658078042e-01 2.55143011467426627874e+08 4.23646145016015930176e+10 1.08737953332047187384e-33
1.02668432492482600282e-01 2.53615141203273981810e+08 4.21109993603983154297e+10 1.10059819351771711084e-33
1.02876621953354743799e-01 2.52097665525080054998e+08 4.18589016948732376099e+10 1.11397754538927559163e-33
1.03085233577598536781e-01 2.50588354612766027451e+08 4.16083133402604751587e+10 1.12751954236590310648e-33
1.03294268221270246766e-01 2.49087131579408317804e+08 4.13592262086810684204e+10 1.14122616162485347445e-33
1.03503726742162183161e-01 2.47597971225742042065e+08 4.11116282374553298950e+10 1.15509940437860042320e-33
1.03713609999806055662e-01 2.46114652657012879848e+08 4.08655135847983169556e+10 1.16914129616696025179e-33
1.03923918855476415946e-01 2.44641131402960240841e+08 4.06208724533953552246e+10 1.18335388715286998031e-33
1.04134654172194432431e-01 2.43177267397473514080e+08 4.03776951859978790283e+10 1.19773925242167849596e-33
1.04345816814731179312e-01 2.41720994582001596689e+08 4.01359741914158782959e+10 1.21229949228411371274e-33
1.04557407649611341927e-01 2.40274155280087977648e+08 3.98957000361357879639e+10 1.22703673258293925842e-33
1.04769427545116797229e-01 2.38836618488635420799e+08 3.96568634176471557617e+10 1.24195312500333079453e-33
1.04981877371289986089e-01 2.37406395682273954153e+08 3.94194570219648818970e+10 1.25705084738700293106e-33
1.05194757999937729687e-01 2.35987105819630026817e+08 3.91834699161452484131e+10 1.27233210405019056701e-33
