T t_cool t_int_cool 4PI_epsilon
0.1 0.00000000000000000000e+00 4.48213583248882522583e+10 7.82495922305452481561e-33
1.00202778454699201194e-01 2.64202271016844779253e+08 4.45571560538714065552e+10 7.91935120540939741407e-33
1.00405968100415327049e-01 2.62646239163267999887e+08 4.42945098147081375122e+10 8.01488182843145061350e-33
1.00609569770955128987e-01 2.61099066512173563242e+08 4.40334107481959609985e+10 8.11156482736785708262e-33
1.00813584301816208666e-01 2.59558354763984918594e+08 4.37738523934319763184e+10 8.20941410315122412451e-33
1.01018012530190312570e-01 2.58028627437463372946e+08 4.35158237659945144653e+10 8.30844372439820382210e-33
1.01222855294966884721e-01 2.56509706288044840097e+08 4.32593140597064666748e+10 8.40866792943215789497e-33
1.01428113436736452857e-01 2.54996985069984823465e+08 4.30043170746364822388e+10 8.51010112833042738660e-33
1.01633787797794014618e-01 2.53494832004639089108e+08 4.27508222426318435669e+10 8.61275790499593622792e-33
1.01839879222142659643e-01 2.52000915937331736088e+08 4.24988213266945114136e+10 8.71665301925429049585e-33
1.02046388555496872486e-01 2.50515150763312458992e+08 4.22483061759311981201e+10 8.82180140897564945386e-33
1.02253316645286057573e-01 2.49039564856329739094e+08 4.19992666110748672485e+10 8.92821819222248366584e-33
1.02460664340658078042e-01 2.47571913561032503843e+08 4.17516946975138320923e+10 9.03591866942339945093e-33
1.02668432492482600282e-01 2.46112117851457834244e+08 4.15055825796623764038e+10 9.14491832557260819499e-33
1.02876621953354743799e-01 2.44662138374894589186e+08 4.12609204412874832153e+10 9.25523283245662382182e-33
1.03085233577598536781e-01 2.43219813635193437338e+08 4.10177006276522903442e+10 9.36687805090739882524e-33
1.03294268221270246766e-01 2.41785071156203269958e+08 4.07759155564960861206e+10 9.47987003308257898439e-33
1.03503726742162183161e-01 2.40361771709271013737e+08 4.05355537847868118286e+10 9.59422502477363899210e-33
1.03713609999806055662e-01 2.38943878857566475868e+08 4.02966099059292449951e+10 9.70995946774151309177e-33
1.03923918855476415946e-01 2.37535234770760267973e+08 4.00590746711584854126e+10 9.82709000208056369140e-33
1.04134654172194432431e-01 2.36135706036488801241e+08 3.98229389651219940186e+10 9.94563346861104669557e-33
1.04345816814731179312e-01 2.34743288797384649515e+08 3.95881956763246078491e+10 1.00656069113003650365e-32
1.04557407649611341927e-01 2.33359774365447312593e+08 3.93548359019591598511e+10 1.01870275797136358911e-32
1.04769427545116797229e-01 2.31985037997164040804e+08 3.91228508639619979858e+10 1.03099129314937864312e-32
1.04981877371289986089e-01 2.30617150500830411911e+08 3.88922337134611663818e+10 1.04342806348714271666e-32
1.05194757999937729687e-01 2.29259629598208278418e+08 3.86629740838629608154e+10 1.05601485712053253219e-32
1.05408070304634574055e-01 2.27907000853165656328e+08 3.84350670830097961426e+10 1.06875348375530567633e-32
1.05621815160726550964e-01 2.26564508230522364378e+08 3.82085025747792739868e+10 1.08164577492731980882e-32
1.05835993445334758389e-01 2.25228531919428586960e+08 3.79832740428598480225e+10 1.09469358426585197073e-32
1.06050606037358746692e-01 2.23900727458744585514e+08 3.77593733154011001587e+10 1.10789878776009065671e-32
1.06265653817480473786e-01 2.22582670396026730537e+08 3.75367906450050735474e+10 1.12126328402889712756e-32
1.06481137668167566424e-01 2.21269210856948345900e+08 3.73155214341481246948e+10 1.13478899459373442367e-32
1.06697058473677205970e-01 2.19965293503620952368e+08 3.70955561406445007324e+10 1.14847786415497632676e-32
1.06913417120059667242e-01 2.18669137455933034420e+08 3.68768870031885681152e+10 1.16233186087149117255e-32
1.07130214495161829591e-01 2.17380646242387056351e+08 3.66595063569461822510e+10 1.17635297664360999083e-32
1.07347451488631062677e-01 2.16099725741372197866e+08 3.64434066312048110962e+10 1.19054322739952987942e-32
1.07565128991918709800e-01 2.14826284124707818031e+08 3.62285803470801010132e+10 1.20490465338515151731e-32
1.07783247898283723876e-01 2.13560231802916556597e+08 3.60150201152771835327e+10 1.21943931945740487092e-32
1.08001809102796511586e-01 2.12301481371680766344e+08 3.58027186339055023193e+10 1.23414931538115573800e-32
1.08220813502342347312e-01 2.11049947558810651302e+08 3.55916686863466949463e+10 1.24903675612962155885e-32
1.08440261995625300551e-01 2.09805547173220038414e+08 3.53818631391734771729e+10 1.26410378218850258432e-32
1.08660155483171816382e-01 2.08569673211470961571e+08 3.51732934659620056152e+10 1.27935255986369648146e-32
1.08880494867334351450e-01 2.07339280608521252871e+08 3.49659541853534851074e+10 1.29478528159277906568e-32
1.09101281052295176477e-01 2.06117223280274093151e+08 3.47598369620732116699e+10 1.31040416626022173751e-32
1.09322514944070081633e-01 2.04903374399806052446e+08 3.45549335876734085083e+10 1.32621145951640556246e-32
1.09544197450511970882e-01 2.03694799963633418083e+08 3.43512387877097778320e+10 1.34220943410051109058e-32
1.09766329481314789396e-01 2.02494256440837532282e+08 3.41487445312689399719e+10 1.35840039016726995757e-32
1.09988911948017034637e-01 2.01301624796835601330e+08 3.39474429064721031189e+10 1.37478665561767351188e-32
1.10211945764005683768e-01 2.00114077928907692432e+08 3.37473288285431938171e+10 1.39137058643366966865e-32
1.10435431844519885147e-01 1.98935617387742131948e+08 3.35483932111554527283e+10 1.40815456701692079219e-32
1.10659371106654594308e-01 1.97762113473043411970e+08 3.33506310976824111938e+10 1.42514101053157224809e-32
