1.258925e-08   6.914864e+04
1.584893e-08   4.908164e+04
1.995262e-08   3.483811e+04
2.511886e-08   2.472806e+04
3.162278e-08   1.755196e+04
3.981072e-08   1.245837e+04
5.011872e-08   8.842938e+03
6.309573e-08   6.276710e+03
7.943282e-08   4.455204e+03
1.000000e-07   3.162300e+03
1.259000e-07   2.244400e+03
1.585000e-07   1.585000e+03
1.995000e-07   1.122500e+03
2.512000e-07   7.946300e+02
3.162000e-07   5.631400e+02
3.981000e-07   3.997900e+02
5.012000e-07   2.859700e+02
6.310000e-07   2.102400e+02
7.943000e-07   1.689400e+02
1.000000e-06   1.323200e+02
1.259000e-06   1.944800e+02
1.585000e-06   2.976000e+02
1.995000e-06   4.739700e+02
2.512000e-06   7.775100e+02
3.162000e-06   1.288400e+03
3.981000e-06   2.157400e+03
5.012000e-06   3.639300e+03
6.310000e-06   6.159200e+03
7.943000e-06   1.041800e+04
1.000000e-05   1.759000e+04
1.259000e-05   2.957600e+04
1.585000e-05   4.947500e+04
1.995000e-05   8.226000e+04
2.512000e-05   1.980500e+06
3.162000e-05   1.988600e+06
3.981000e-05   2.003000e+06
5.012000e-05   1.996500e+06
6.310000e-05   2.010200e+06
7.943000e-05   2.000900e+06
1.000000e-04   2.015200e+06
1.258925e-04   2.029600e+06
1.584893e-04   2.044103e+06
1.995262e-04   2.058709e+06
2.511886e-04   2.073420e+06
3.162278e-04   2.088236e+06
3.981072e-04   2.103158e+06
5.011872e-04   2.118187e+06
6.309573e-04   2.133322e+06
7.943282e-04   2.148566e+06
