1.258925e-08   3.192665e+05
1.584893e-08   2.260234e+05
1.995262e-08   1.600123e+05
2.511886e-08   1.132800e+05
3.162278e-08   8.019611e+04
3.981072e-08   5.677450e+04
5.011872e-08   4.019327e+04
6.309573e-08   2.845465e+04
7.943282e-08   2.014435e+04
1.000000e-07   5.131100e+04
1.259000e-07   7.569400e+04
1.585000e-07   1.973300e+05
1.995000e-07   2.003200e+05
2.512000e-07   9.436600e+04
3.162000e-07   8.161900e+04
3.981000e-07   7.367600e+04
5.012000e-07   1.181200e+05
6.310000e-07   1.497600e+05
7.943000e-07   1.645300e+05
1.000000e-06   1.571900e+05
1.259000e-06   1.450600e+05
1.585000e-06   1.442000e+05
1.995000e-06   1.940800e+05
2.512000e-06   1.996100e+05
3.162000e-06   2.138100e+05
3.981000e-06   2.952200e+05
5.012000e-06   3.336100e+05
6.310000e-06   4.687300e+05
7.943000e-06   7.086100e+05
1.000000e-05   1.105400e+06
1.259000e-05   1.581500e+06
1.585000e-05   1.717000e+06
1.995000e-05   1.828400e+06
2.512000e-05   1.844700e+06
3.162000e-05   1.844300e+06
3.981000e-05   1.838400e+06
5.012000e-05   1.834100e+06
6.310000e-05   1.828600e+06
7.943000e-05   1.828000e+06
1.000000e-04   1.849000e+06
1.258925e-04   1.870238e+06
1.584893e-04   1.891720e+06
1.995262e-04   1.913448e+06
2.511886e-04   1.935427e+06
3.162278e-04   1.957657e+06
3.981072e-04   1.980143e+06
5.011872e-04   2.002888e+06
6.309573e-04   2.025893e+06
7.943282e-04   2.049163e+06
