  1.2589e-08  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  1.5849e-08  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  1.9953e-08  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  2.5119e-08  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  3.1623e-08  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  6.1069e+20  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  6.1069e+20
  3.9811e-08  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  5.0119e-08  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1.7297e+20  1.7297e+20
  6.3096e-08  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  7.9433e-08  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  2.4311e+20  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  2.4311e+20
  1.0000e-07  1.1298e+18  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1.1298e+18
  1.2589e-07  8.9745e+17  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  8.9745e+17
  1.5849e-07  7.1271e+17  0.0000e+00  2.1278e+12  3.5339e+20  0.0000e+00  0.0000e+00  0.0000e+00  1.8728e+20  0.0000e+00  5.4138e+20
  1.9953e-07  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  5.9503e+20  0.0000e+00  0.0000e+00  5.9503e+20
  2.5119e-07  2.5755e+18  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1.3301e+20  0.0000e+00  0.0000e+00  0.0000e+00  1.3559e+20
  3.1623e-07  4.0921e+18  0.0000e+00  0.0000e+00  0.0000e+00  8.0889e+18  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1.2181e+19
  3.9811e-07  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  6.4248e+18  0.0000e+00  2.9819e+20  0.0000e+00  0.0000e+00  3.0462e+20
  5.0119e-07  9.9953e+18  0.0000e+00  2.3447e+12  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1.4567e+19  2.4562e+19
  6.3096e-07  3.9697e+18  0.0000e+00  0.0000e+00  3.8260e+19  2.7356e+17  0.0000e+00  1.9822e+20  3.5317e+19  0.0000e+00  2.7604e+20
  7.9433e-07  1.6806e+19  0.0000e+00  5.1079e+12  0.0000e+00  2.1731e+17  2.2047e+19  1.5746e+20  0.0000e+00  0.0000e+00  1.9653e+20
  1.0000e-06  6.6752e+18  0.0000e+00  1.3118e+13  8.3385e+18  6.0356e+15  0.0000e+00  1.0677e+20  0.0000e+00  0.0000e+00  1.2179e+20
  1.2589e-06  2.9155e+19  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  5.6871e+18  8.4809e+19  1.5095e+19  0.0000e+00  1.3475e+20
  1.5849e-06  9.7288e+18  0.0000e+00  2.5914e+13  2.1911e+18  3.8514e+12  0.0000e+00  4.4060e+19  0.0000e+00  0.0000e+00  5.5980e+19
  1.9953e-06  1.5460e+19  1.8074e+13  6.0589e+13  0.0000e+00  2.3205e+06  1.1761e+18  3.5007e+19  7.2307e+18  0.0000e+00  5.8873e+19
  2.5119e-06  1.5910e+19  1.3414e+14  0.0000e+00  9.0728e+17  6.9840e-12  2.3557e+17  0.0000e+00  3.4677e+18  2.1837e+18  2.2704e+19
  3.1623e-06  7.4521e+18  0.0000e+00  1.0542e+14  0.0000e+00  0.0000e+00  2.8809e+16  0.0000e+00  0.0000e+00  0.0000e+00  7.4810e+18
