3.0000e-02  7.2561e+03  6.6045e+03  5.8281e+03  3.2410e+03
1.0000e-01  6.4181e+03  5.8860e+03  4.8188e+03  2.5629e+03
3.0000e-01  5.2738e+03  4.5764e+03  3.5574e+03  2.0107e+03
1.0000e+00  4.1908e+03  3.6431e+03  2.7633e+03  1.4424e+03
3.0000e+00  3.4438e+03  3.0145e+03  2.2032e+03  1.2114e+03
1.0000e+01  2.7816e+03  2.3763e+03  1.8503e+03  9.5374e+02
3.0000e+01  2.1614e+03  1.8949e+03  1.3871e+03  6.5857e+02
