T t_cool t_int_cool 4PI_epsilon
0.1 0.00000000000000000000e+00 2.14246469293146514893e+09 2.06628768767426515465e-29
1.00202778454699201194e-01 1.26230286974411215633e+07 2.12984166423402404785e+09 2.09120734376465378956e-29
1.00405968100415327049e-01 1.25487198091755360365e+07 2.11729294442484855652e+09 2.11642753334084345487e-29
1.00609569770955128987e-01 1.24748337781182676554e+07 2.10481811064673018456e+09 2.14195188086114200909e-29
1.00813584301816208666e-01 1.24012560212083738297e+07 2.09241685462552189827e+09 2.16778405449503871170e-29
1.01018012530190312570e-01 1.23282026677168253809e+07 2.08008865195780515671e+09 2.19392776665034832286e-29
1.01222855294966884721e-01 1.22556652058309726417e+07 2.06783298675197410583e+09 2.22038677450675689498e-29
1.01428113436736452857e-01 1.21834235595180876553e+07 2.05564956319245600700e+09 2.24716488055574627491e-29
1.01633787797794014618e-01 1.21116864398244731128e+07 2.04353787675263142586e+09 2.27426593314707640273e-29
1.01839879222142659643e-01 1.20403424708853010088e+07 2.03149753428174614906e+09 2.30169382704181195455e-29
1.02046388555496872486e-01 1.19693875420488771051e+07 2.01952814673969721794e+09 2.32945250397207381672e-29
1.02253316645286057573e-01 1.18989185707709882408e+07 2.00762922816892623901e+09 2.35754595320749717442e-29
1.02460664340658078042e-01 1.18288283129800967872e+07 1.99580039985594606400e+09 2.38597821212855287991e-29
1.02668432492482600282e-01 1.17591129960886687040e+07 1.98404128685985732079e+09 2.41475336680672313211e-29
1.02876621953354743799e-01 1.16898663022988010198e+07 1.97235142055755853653e+09 2.44387555259176352241e-29
1.03085233577598536781e-01 1.16209849598218072206e+07 1.96073043559773683548e+09 2.47334895470601277113e-29
1.03294268221270246766e-01 1.15524655088747516274e+07 1.94917797008886218071e+09 2.50317780884577818032e-29
1.03503726742162183161e-01 1.14844924203150309622e+07 1.93769347766854715347e+09 2.53336640179015889858e-29
1.03713609999806055662e-01 1.14167772768445312977e+07 1.92627670039170265198e+09 2.56391907201703626708e-29
1.03923918855476415946e-01 1.13495036606852114201e+07 1.91492719673101735115e+09 2.59484021032658073043e-29
1.04134654172194432431e-01 1.12826652010919302702e+07 1.90364453152992534637e+09 2.62613426047227979671e-29
1.04345816814731179312e-01 1.12161661563353128731e+07 1.89242836537358999252e+09 2.65780571979953188824e-29
1.04557407649611341927e-01 1.11500921194471977651e+07 1.88127827325414276123e+09 2.68985913989197788210e-29
