T t_cool t_int_cool 4PI_epsilon
0.1 0.00000000000000000000e+00 4.74588993803523101807e+10 1.48772151831502095547e-32
1.00202778454699201194e-01 2.77582582586876988411e+08 4.71813167977654342651e+10 1.50559862720097016259e-32
1.00405968100415327049e-01 2.75960426288959324360e+08 4.69053563714764785767e+10 1.52369055423516679179e-32
1.00609569770955128987e-01 2.74347429101628303528e+08 4.66310089423748474121e+10 1.54199988074288755627e-32
1.00813584301816208666e-01 2.72741072189641058445e+08 4.63582678701852035522e+10 1.56052921906735977708e-32
1.01018012530190312570e-01 2.71146109959684669971e+08 4.60871217602255172729e+10 1.57928121294251881702e-32
1.01222855294966884721e-01 2.69562356676851212978e+08 4.58175594035486679077e+10 1.59825853787017686780e-32
1.01428113436736452857e-01 2.67984973035467445850e+08 4.55495744305131988525e+10 1.61746390150177688436e-32
1.01633787797794014618e-01 2.66418550845249712467e+08 4.52831558796679458618e+10 1.63690004402470210755e-32
1.01839879222142659643e-01 2.64860641511477977037e+08 4.50182952381564712524e+10 1.65656973855322601962e-32
1.02046388555496872486e-01 2.63311155713550835848e+08 4.47549840824429168701e+10 1.67647579152422014584e-32
1.02253316645286057573e-01 2.61772226699936747551e+08 4.44932118557429809570e+10 1.69662104309748860429e-32
1.02460664340658078042e-01 2.60241496408181190491e+08 4.42329703593348007202e+10 1.71700836756109751836e-32
1.02668432492482600282e-01 2.58718882903158247471e+08 4.39742514764316406250e+10 1.73764067374136292553e-32
1.02876621953354743799e-01 2.57206448485907763243e+08 4.37170450279457321167e+10 1.75852090541796273108e-32
1.03085233577598536781e-01 2.55701922143452674150e+08 4.34613431058022766113e+10 1.77965204174390832105e-32
1.03294268221270246766e-01 2.54205228775281786919e+08 4.32071378770269927979e+10 1.80103709767058520824e-32
1.03503726742162183161e-01 2.52720428749879986048e+08 4.29544174482771148682e+10 1.82267912437796178725e-32
1.03713609999806055662e-01 2.51241176611854523420e+08 4.27031762716652603149e+10 1.84458120970988901796e-32
1.03923918855476415946e-01 2.49771513227735280991e+08 4.24534047584375228882e+10 1.86674647861468179983e-32
1.04134654172194432431e-01 2.48311299636334776878e+08 4.22050934588011856079e+10 1.88917809359099106902e-32
1.04345816814731179312e-01 2.46858429871828764677e+08 4.19582350289293594360e+10 1.91187925513897838708e-32
1.04557407649611341927e-01 2.45414788803290098906e+08 4.17128202401260681152e+10 1.93485320221700704745e-32
1.04769427545116797229e-01 2.43980246517517209053e+08 4.14688399936085510254e+10 1.95810321270373967619e-32
1.04981877371289986089e-01 2.42552775239649653435e+08 4.12262872183689041138e+10 1.98163260386581584689e-32
1.05194757999937729687e-01 2.41136075904531329870e+08 4.09851511424643707275e+10 2.00544473283118059594e-32
1.05408070304634574055e-01 2.39724391709626525640e+08 4.07454267507547454834e+10 2.02954299706802086849e-32
1.05621815160726550964e-01 2.38323239481651663780e+08 4.05071035112730941772e+10 2.05393083486956661750e-32
1.05835993445334758389e-01 2.36928812825939506292e+08 4.02701746984471511841e+10 2.07861172584462792094e-32
