T t_cool t_int_cool 4PI_epsilon
0.1 0.00000000000000000000e+00 5.62286678030947189331e+10 1.96367230325985649543e-31
1.00202778454699201194e-01 3.33529573097187697887e+08 5.58951382299975280762e+10 1.98743412275911434305e-31
1.00405968100415327049e-01 3.31552861576812148094e+08 5.55635853684207153320e+10 2.01148347619659935270e-31
1.00609569770955128987e-01 3.29587480148606956005e+08 5.52339978882721099854e+10 2.03582384291483893113e-31
1.00813584301816208666e-01 3.27630400272239208221e+08 5.49063674879998703003e+10 2.06045874435853224340e-31
1.01018012530190312570e-01 3.25687330674955189228e+08 5.45806801573249130249e+10 2.08539174458400277941e-31
1.01222855294966884721e-01 3.23758044822026669979e+08 5.42569221125028839111e+10 2.11062645077485867243e-31
1.01428113436736452857e-01 3.21836727544744908810e+08 5.39350853849581375122e+10 2.13616651376381172458e-31
1.01633787797794014618e-01 3.19928890971673667431e+08 5.36151564939864654541e+10 2.16201562856087847085e-31
1.01839879222142659643e-01 3.18031591624862194061e+08 5.32971249023616027832e+10 2.18817753488796809891e-31
1.02046388555496872486e-01 3.16144719670228123665e+08 5.29809801826913757324e+10 2.21465601771991415219e-31
1.02253316645286057573e-01 3.14270833616695046425e+08 5.26667093490746841431e+10 2.24145490783205730339e-31
1.02460664340658078042e-01 3.12407099523049950600e+08 5.23543022495516357422e+10 2.26857808235445802130e-31
1.02668432492482600282e-01 3.10553416542633175850e+08 5.20437488330090026855e+10 2.29602946533285035906e-31
1.02876621953354743799e-01 3.08712257483221888542e+08 5.17350365755257797241e+10 2.32381302829630621042e-31
1.03085233577598536781e-01 3.06880893697814166546e+08 5.14281556818279647827e+10 2.35193279083186139195e-31
1.03294268221270246766e-01 3.05059232654581129551e+08 5.11230964491733856201e+10 2.38039282116599363686e-31
1.03503726742162183161e-01 3.03252144212467551231e+08 5.08198443049609146118e+10 2.40919723675323188422e-31
1.03713609999806055662e-01 3.01452011168419003487e+08 5.05183922937924957275e+10 2.43835020487185044570e-31
1.03923918855476415946e-01 2.99663679858279466629e+08 5.02187286139342193604e+10 2.46785594322673913411e-31
1.04134654172194432431e-01 2.97886980667566120625e+08 4.99208416332666549683e+10 2.49771872055962320247e-31
1.04345816814731179312e-01 2.96119384514543175697e+08 4.96247222487521133423e+10 2.52794285726661163601e-31
1.04557407649611341927e-01 2.94363149972458362579e+08 4.93303590987796554565e+10 2.55853272602329231236e-31
1.04769427545116797229e-01 2.92618118429404020309e+08 4.90377409803502502441e+10 2.58949275241732323257e-31
1.04981877371289986089e-01 2.90881855311782836914e+08 4.87468591250384674072e+10 2.62082741558868710325e-31
1.05194757999937729687e-01 2.89158796449838519096e+08 4.84577003285886306763e+10 2.65254124887774502034e-31
1.05408070304634574055e-01 2.87442035876097798347e+08 4.81702582927125320435e+10 2.68463884048107305224e-31
1.05621815160726550964e-01 2.85738186465982675552e+08 4.78845201062465515137e+10 2.71712483411525294328e-31
1.05835993445334758389e-01 2.84042681725507557392e+08 4.76004774245210418701e+10 2.75000392968874174076e-31
1.06050606037358746692e-01 2.82357608500983178616e+08 4.73181198160200576782e+10 2.78328088398176166621e-31
1.06265653817480473786e-01 2.80684952455149114132e+08 4.70374348635649108887e+10 2.81696051133456055536e-31
1.06481137668167566424e-01 2.79018218265832602978e+08 4.67584166452990798950e+10 2.85104768434385982238e-31
1.06697058473677205970e-01 2.77363640212827384472e+08 4.64810530050862503052e+10 2.88554733456784421404e-31
1.06913417120059667242e-01 2.75718971438071548939e+08 4.62053340336481781006e+10 2.92046445323962591628e-31
1.07130214495161829591e-01 2.74084089203101336956e+08 4.59312499444450759888e+10 2.95580409198931000604e-31
1.07347451488631062677e-01 2.72458873750432491302e+08 4.56587910706946411133e+10 2.99157136357490910274e-31
1.07565128991918709800e-01 2.70843208231833398342e+08 4.53879478624628067017e+10 3.02777144262196577614e-31
1.07783247898283723876e-01 2.69236978638781726360e+08 4.51187108838240280151e+10 3.06440956637223785191e-31
1.08001809102796511586e-01 2.67640073734446316957e+08 4.48510708100895843506e+10 3.10149103544135903393e-31
1.08220813502342347312e-01 2.66052384986308306456e+08 4.45850184251032791138e+10 3.13902121458571788092e-31
1.08440261995625300551e-01 2.64473806501345336437e+08 4.43205446186019363403e+10 3.17700553347864753560e-31
1.08660155483171816382e-01 2.62906093165252476931e+08 4.40576385254366836548e+10 3.21544948749588153985e-31
1.08880494867334351450e-01 2.61345405548263072968e+08 4.37962931198884201050e+10 3.25435863851066328271e-31
1.09101281052295176477e-01 2.59795340017856925726e+08 4.35364977798705596924e+10 3.29373861569839478754e-31
1.09322514944070081633e-01 2.58255735541452974081e+08 4.32782420443291091919e+10 3.33359511635100394204e-31
1.09544197450511970882e-01 2.56722893138474375010e+08 4.30215191511906356812e+10 3.37393390670125831987e-31
1.09766329481314789396e-01 2.55200285992395907640e+08 4.27663188651982421875e+10 3.41476082275696822828e-31
1.09988911948017034637e-01 2.53687762951928913593e+08 4.25126311022463150024e+10 3.45608177114527341195e-31
1.10211945764005683768e-01 2.52181760207872390747e+08 4.22604493420384445190e+10 3.49790272996724637884e-31
1.10435431844519885147e-01 2.50687319562557309866e+08 4.20097620224758834839e+10 3.54022974966276417843e-31
1.10659371106654594308e-01 2.49199235909242898226e+08 4.17605627865666427612e+10 3.58306895388583299071e-31
1.10883764469364556882e-01 2.47722433964690506458e+08 4.15128403526019515991e+10 3.62642654039052930266e-31
1.11108612853467833559e-01 2.46251835031319350004e+08 4.12665885175706329346e+10 3.67030878192766145588e-31
1.11333917181649824646e-01 2.44792249395087242126e+08 4.10217962681755447388e+10 3.71472202715232804142e-31
1.11559678378466892168e-01 2.43340310860681623220e+08 4.07784559573148651123e+10 3.75967270154235080858e-31
1.11785897370350148505e-01 2.41897520431653976440e+08 4.05365584368832092285e+10 3.80516730832791927514e-31
1.12012575085609383807e-01 2.40462202816963493824e+08 4.02960962340662460327e+10 3.85121242943240981705e-31
1.12239712454436785238e-01 2.39035825722345918417e+08 4.00570604083439025879e+10 3.89781472642468533370e-31
1.12467310408910725616e-01 2.37618270571001499891e+08 3.98194421377729034424e+10 3.94498094148281987467e-31
1.12695369882999704703e-01 2.36207925193977206945e+08 3.95832342125789260864e+10 3.99271789836953286688e-31
1.12923891812565999060e-01 2.34807687511705964804e+08 3.93484265250672225952e+10 4.04103250341938768014e-31
1.13152877135369714368e-01 2.33414471898059189320e+08 3.91150120531691665649e+10 4.08993174653805449676e-31
1.13382326791072532424e-01 2.32031110124283343554e+08 3.88829809430448837280e+10 4.13942270221350173428e-31
1.13612241721241472026e-01 2.30654592575075387955e+08 3.86523263504698104858e+10 4.18951253053949656150e-31
1.13842622869352927406e-01 2.29286277200494199991e+08 3.84230400732693176270e+10 4.24020847825159448710e-31
1.14073471180796470748e-01 2.27926063553312063217e+08 3.81951140097160034180e+10 4.29151787977542096319e-31
1.14304787602878640818e-01 2.26573853624192416668e+08 3.79685401560918121338e+10 4.34344815828787033330e-31
1.14536573084826981406e-01 2.25230910962537854910e+08 3.77433092451292724609e+10 4.39600682679106973355e-31
1.14768828577793816081e-01 2.23894407652717292309e+08 3.75194148374765548706e+10 4.44920148919927522705e-31
1.15001555034860244997e-01 2.22566955150218158960e+08 3.72968478823263397217e+10 4.50303984143899794734e-31
1.15234753411040016791e-01 2.21247106022821575403e+08 3.70756007763035202026e+10 4.55752967256243381926e-31
1.15468424663283358855e-01 2.19934774166061520576e+08 3.68556660021374588013e+10 4.61267886587430633343e-31
1.15702569750481112920e-01 2.18629875572132527828e+08 3.66370361265653228760e+10 4.66849540007241577143e-31
1.15937189633468412664e-01 2.17333592823399901390e+08 3.64197025337419204712e+10 4.72498735040199122081e-31
1.16172285275028833174e-01 2.16044551169204235077e+08 3.62036579825727157593e+10 4.78216288982390055608e-31
1.16407857639898318358e-01 2.14762673130073726177e+08 3.59888953094426422119e+10 4.84003029019718694491e-31
1.16643907694768955707e-01 2.13489102844200074673e+08 3.57754062065984420776e+10 4.89859792347568840391e-31
1.16880436408293195139e-01 2.12222517668869197369e+08 3.55631836889295730591e+10 4.95787426291935785106e-31
1.17117444751087623755e-01 2.10964036912254184484e+08 3.53522196520173187256e+10 5.01786788432008221823e-31
1.17354933695737073673e-01 2.09712371679180413485e+08 3.51425072803381347656e+10 5.07858746724241663421e-31
