T t_cool t_int_cool 4PI_epsilon
0.1 0.00000000000000000000e+00 4.32278410059070739746e+10 5.08280510981504604124e-31
1.00202778454699201194e-01 2.57136608459950566292e+08 4.29707043974471206665e+10 5.14439738114015677574e-31
1.00405968100415327049e-01 2.55608340777314484119e+08 4.27150960566698074341e+10 5.20673601145453596197e-31
1.00609569770955128987e-01 2.54088859265948027372e+08 4.24610071974038619995e+10 5.26983004489986953036e-31
1.00813584301816208666e-01 2.52575828730322688818e+08 4.22084313686735382080e+10 5.33368863521132676351e-31
1.01018012530190312570e-01 2.51073649726481735706e+08 4.19573577189470596313e+10 5.39832104704544473400e-31
1.01222855294966884721e-01 2.49582147073887854815e+08 4.17077755718731689453e+10 5.46373665732431597392e-31
1.01428113436736452857e-01 2.48096837449070781469e+08 4.14596787344240951538e+10 5.52994495659589282852e-31
1.01633787797794014618e-01 2.46621969647406071424e+08 4.12130567647766876221e+10 5.59695555041096901304e-31
1.01839879222142659643e-01 2.45155274156863272190e+08 4.09679014906198272705e+10 5.66477816071661766852e-31
1.02046388555496872486e-01 2.43696665901543349028e+08 4.07242048247182846069e+10 5.73342262726663767763e-31
1.02253316645286057573e-01 2.42248116639310389757e+08 4.04819567080789718628e+10 5.80289890904924470978e-31
1.02460664340658078042e-01 2.40807441424556821585e+08 4.02411492666544113159e+10 5.87321708573170921949e-31
1.02668432492482600282e-01 2.39374562128202766180e+08 4.00017747045262069702e+10 5.94438735912275590283e-31
1.02876621953354743799e-01 2.37951384365704625845e+08 3.97638233201604995728e+10 6.01642005465267731806e-31
1.03085233577598536781e-01 2.36535804478019952774e+08 3.95272875156824798584e+10 6.08932562287130355195e-31
1.03294268221270246766e-01 2.35127750762660980225e+08 3.92921597649198226929e+10 6.16311464096405651859e-31
1.03503726742162183161e-01 2.33730976274593800306e+08 3.90584287886452255249e+10 6.23779781428659248234e-31
1.03713609999806055662e-01 2.32339609600151985884e+08 3.88260891790450744629e+10 6.31338597791791019127e-31
1.03923918855476415946e-01 2.30957385645073890686e+08 3.85951317934000015259e+10 6.38989009823212780944e-31
1.04134654172194432431e-01 2.29584173225165694952e+08 3.83655476201748352051e+10 6.46732127448968972815e-31
1.04345816814731179312e-01 2.28218022733102381229e+08 3.81373295974417343140e+10 6.54569074044739281556e-31
1.04557407649611341927e-01 2.26860674457316964865e+08 3.79104689229844207764e+10 6.62500986598833562731e-31
1.04769427545116797229e-01 2.25512005716752946377e+08 3.76849569172676696777e+10 6.70529015877142361289e-31
1.04981877371289986089e-01 2.24170139852781236172e+08 3.74607867774148864746e+10 6.78654326590072984557e-31
