1.000000e+00    4.847893e-03    6.844737e-04    1.814821e-04
1.250000e+00    7.498575e-03    9.379945e-04    2.794738e-04
1.500000e+00    1.022344e-02    1.337835e-03    3.728401e-04
1.750000e+00    1.523473e-02    3.152786e-03    4.744500e-04
1.900000e+00    1.849433e-02    4.300725e-03    5.350748e-04
2.000000e+00    2.355408e-02    6.261322e-03    5.981309e-04
2.250000e+00    2.938331e-02    9.045372e-03    6.745416e-04
2.500000e+00    3.860940e-02    1.552552e-02    7.765674e-04
3.000000e+00    6.053715e-02    3.008302e-02    9.814573e-04
3.500000e+00    5.954820e-02    2.793590e-02    1.171720e-03
4.000000e+00    5.601275e-02    2.075249e-02    1.357139e-03
4.500000e+00    7.439760e-02    1.123311e-02    1.567199e-03
5.000000e+00    8.755089e-02    8.446355e-03    1.782009e-03
5.500000e+00    9.187925e-02    7.240613e-03    1.989152e-03
6.000000e+00    9.338969e-02    5.641630e-03    2.187247e-03
