1.000000e+00    5.118266e-03    7.237329e-04    1.915579e-04
1.250000e+00    7.920394e-03    9.931326e-04    2.951917e-04
1.500000e+00    1.077414e-02    1.394381e-03    3.937642e-04
1.750000e+00    1.578979e-02    3.070267e-03    5.005720e-04
1.900000e+00    1.901213e-02    4.104612e-03    5.641333e-04
2.000000e+00    2.378829e-02    5.792987e-03    6.278988e-04
2.250000e+00    2.958842e-02    8.396454e-03    7.106601e-04
2.500000e+00    3.885668e-02    1.478335e-02    8.183489e-04
3.000000e+00    6.064593e-02    2.899846e-02    1.034520e-03
3.500000e+00    6.108566e-02    2.787529e-02    1.235579e-03
4.000000e+00    5.767580e-02    2.058949e-02    1.430500e-03
4.500000e+00    7.525772e-02    1.190600e-02    1.649593e-03
5.000000e+00    8.805005e-02    9.107633e-03    1.874448e-03
5.500000e+00    9.366566e-02    7.337867e-03    2.093154e-03
6.000000e+00    9.548897e-02    5.701968e-03    2.302082e-03
