1.000000e+00    1.081112e-03    2.100043e-04    2.526210e-05
1.250000e+00    2.739053e-03    6.765193e-04    4.170670e-05
1.500000e+00    6.222536e-03    3.055471e-03    5.988669e-05
1.750000e+00    1.218974e-02    7.836057e-03    7.711491e-05
1.900000e+00    1.679636e-02    1.170988e-02    8.731119e-05
2.000000e+00    2.126814e-02    1.528241e-02    9.995718e-05
2.250000e+00    3.528431e-02    2.737850e-02    1.155541e-04
2.500000e+00    4.725034e-02    3.744388e-02    1.484555e-04
3.000000e+00    4.449288e-02    3.546114e-02    1.696376e-04
3.500000e+00    3.386204e-02    1.958767e-02    2.028547e-04
4.000000e+00    4.284625e-02    9.545095e-03    2.441131e-04
4.500000e+00    5.450543e-02    5.568614e-03    2.770168e-04
5.000000e+00    6.845953e-02    5.212247e-03    3.232738e-04
5.500000e+00    5.813112e-02    5.276228e-03    3.580047e-04
6.000000e+00    6.212120e-02    4.313256e-03    4.100353e-04
