1.000000e+00    2.996626e-03    4.169839e-04    1.123464e-04
1.010000e+00    3.056147e-03    4.235637e-04    1.145122e-04
1.020000e+00    3.116246e-03    4.301810e-04    1.166979e-04
1.030000e+00    3.176923e-03    4.368357e-04    1.189033e-04
1.040000e+00    3.238178e-03    4.435274e-04    1.211285e-04
1.050000e+00    3.300011e-03    4.502562e-04    1.233734e-04
1.060000e+00    3.362422e-03    4.570218e-04    1.256381e-04
1.070000e+00    3.425411e-03    4.638241e-04    1.279225e-04
1.080000e+00    3.488977e-03    4.706630e-04    1.302266e-04
1.090000e+00    3.553121e-03    4.775383e-04    1.325504e-04
1.100000e+00    3.617842e-03    4.844499e-04    1.348938e-04
1.110000e+00    3.683140e-03    4.913975e-04    1.372569e-04
1.120000e+00    3.749015e-03    4.983812e-04    1.396397e-04
1.130000e+00    3.815467e-03    5.054007e-04    1.420421e-04
1.140000e+00    3.882496e-03    5.124559e-04    1.444641e-04
1.150000e+00    3.950101e-03    5.195468e-04    1.469057e-04
1.160000e+00    4.018283e-03    5.266730e-04    1.493670e-04
1.170000e+00    4.087042e-03    5.338346e-04    1.518477e-04
1.180000e+00    4.156377e-03    5.410313e-04    1.543481e-04
1.190000e+00    4.226288e-03    5.482632e-04    1.568680e-04
1.200000e+00    4.296775e-03    5.555299e-04    1.594074e-04
1.210000e+00    4.367838e-03    5.628315e-04    1.619664e-04
1.220000e+00    4.439477e-03    5.701677e-04    1.645449e-04
1.230000e+00    4.511692e-03    5.775386e-04    1.671428e-04
1.240000e+00    4.584483e-03    5.849438e-04    1.697603e-04
1.250000e+00    4.657849e-03    5.923834e-04    1.723972e-04
1.260000e+00    4.732834e-03    6.075465e-04    1.746400e-04
1.270000e+00    4.808419e-03    6.229732e-04    1.768938e-04
1.280000e+00    4.884605e-03    6.386660e-04    1.791588e-04
1.290000e+00    4.961390e-03    6.546274e-04    1.814347e-04
1.300000e+00    5.038775e-03    6.708598e-04    1.837217e-04
1.310000e+00    5.116761e-03    6.873657e-04    1.860197e-04
1.320000e+00    5.195347e-03    7.041475e-04    1.883286e-04
1.330000e+00    5.274533e-03    7.212077e-04    1.906483e-04
1.340000e+00    5.354319e-03    7.385488e-04    1.929790e-04
1.350000e+00    5.434705e-03    7.561733e-04    1.953205e-04
1.360000e+00    5.515692e-03    7.740836e-04    1.976729e-04
1.370000e+00    5.597279e-03    7.922823e-04    2.000360e-04
1.380000e+00    5.679466e-03    8.107717e-04    2.024099e-04
1.390000e+00    5.762254e-03    8.295545e-04    2.047945e-04
1.400000e+00    5.845641e-03    8.486331e-04    2.071897e-04
1.410000e+00    5.929629e-03    8.680099e-04    2.095957e-04
1.420000e+00    6.014218e-03    8.876876e-04    2.120123e-04
1.430000e+00    6.099407e-03    9.076685e-04    2.144395e-04
1.440000e+00    6.185196e-03    9.279553e-04    2.168773e-04
1.450000e+00    6.271585e-03    9.485503e-04    2.193257e-04
1.460000e+00    6.358575e-03    9.694561e-04    2.217846e-04
1.470000e+00    6.446166e-03    9.906753e-04    2.242539e-04
1.480000e+00    6.534357e-03    1.012210e-03    2.267338e-04
1.490000e+00    6.623148e-03    1.034064e-03    2.292241e-04
1.500000e+00    6.712540e-03    1.056238e-03    2.317248e-04
1.510000e+00    6.869787e-03    1.118803e-03    2.342205e-04
1.520000e+00    7.029642e-03    1.184623e-03    2.367264e-04
1.530000e+00    7.192133e-03    1.253846e-03    2.392423e-04
1.540000e+00    7.357284e-03    1.326623e-03    2.417684e-04
