1.000000e+00    5.448422e-03    7.717506e-04    2.038585e-04
1.010000e+00    5.555672e-03    7.827719e-04    2.078349e-04
1.020000e+00    5.663944e-03    7.938397e-04    2.118486e-04
1.030000e+00    5.773240e-03    8.049537e-04    2.158995e-04
1.040000e+00    5.883558e-03    8.161136e-04    2.199876e-04
1.050000e+00    5.994898e-03    8.273193e-04    2.241129e-04
1.060000e+00    6.107260e-03    8.385704e-04    2.282753e-04
1.070000e+00    6.220643e-03    8.498668e-04    2.324748e-04
1.080000e+00    6.335047e-03    8.612081e-04    2.367115e-04
1.090000e+00    6.450471e-03    8.725941e-04    2.409852e-04
1.100000e+00    6.566916e-03    8.840246e-04    2.452961e-04
1.110000e+00    6.684380e-03    8.954994e-04    2.496440e-04
1.120000e+00    6.802863e-03    9.070182e-04    2.540289e-04
1.130000e+00    6.922365e-03    9.185808e-04    2.584508e-04
1.140000e+00    7.042886e-03    9.301869e-04    2.629097e-04
1.150000e+00    7.164425e-03    9.418365e-04    2.674057e-04
1.160000e+00    7.286982e-03    9.535291e-04    2.719385e-04
1.170000e+00    7.410557e-03    9.652647e-04    2.765083e-04
1.180000e+00    7.535148e-03    9.770430e-04    2.811150e-04
1.190000e+00    7.660757e-03    9.888638e-04    2.857587e-04
1.200000e+00    7.787381e-03    1.000727e-03    2.904392e-04
1.210000e+00    7.915022e-03    1.012632e-03    2.951565e-04
1.220000e+00    8.043679e-03    1.024579e-03    2.999107e-04
1.230000e+00    8.173350e-03    1.036568e-03    3.047018e-04
1.240000e+00    8.304037e-03    1.048598e-03    3.095296e-04
1.250000e+00    8.435739e-03    1.060670e-03    3.143943e-04
1.260000e+00    8.548976e-03    1.075666e-03    3.183765e-04
1.270000e+00    8.662819e-03    1.090753e-03    3.223770e-04
1.280000e+00    8.777268e-03    1.105930e-03    3.263958e-04
1.290000e+00    8.892321e-03    1.121199e-03    3.304328e-04
1.300000e+00    9.007975e-03    1.136557e-03    3.344881e-04
1.310000e+00    9.124231e-03    1.152006e-03    3.385614e-04
1.320000e+00    9.241085e-03    1.167545e-03    3.426528e-04
1.330000e+00    9.358538e-03    1.183175e-03    3.467623e-04
1.340000e+00    9.476586e-03    1.198893e-03    3.508896e-04
1.350000e+00    9.595229e-03    1.214702e-03    3.550349e-04
1.360000e+00    9.714466e-03    1.230600e-03    3.591980e-04
1.370000e+00    9.834294e-03    1.246587e-03    3.633789e-04
1.380000e+00    9.954713e-03    1.262663e-03    3.675775e-04
1.390000e+00    1.007572e-02    1.278829e-03    3.717937e-04
1.400000e+00    1.019732e-02    1.295083e-03    3.760276e-04
1.410000e+00    1.031950e-02    1.311426e-03    3.802791e-04
1.420000e+00    1.044227e-02    1.327858e-03    3.845480e-04
1.430000e+00    1.056562e-02    1.344378e-03    3.888345e-04
1.440000e+00    1.068955e-02    1.360986e-03    3.931383e-04
1.450000e+00    1.081406e-02    1.377682e-03    3.974595e-04
1.460000e+00    1.093916e-02    1.394466e-03    4.017980e-04
1.470000e+00    1.106483e-02    1.411338e-03    4.061538e-04
