                       C          Si         Fe          FeS       Al2O3      MgSiO3     Mg2SiO4        SiO2         MgO       Total


 formation    2.8092D-02  3.2092D-01  2.3282D-02  1.0679D-01  1.1604D-02  9.3950D-03  4.9133D-01  1.4825D-01  1.7724D-01  1.3169D+00


mass of surviving dust

  n=0.03      2.5521D-02  3.0919D-01  2.2174D-02  6.0037D-02  7.9056D-04  3.3154D-03  3.5767D-01  1.2584D-01  1.3703D-01  1.0415D+00
  n=0.1       1.9697d-02  2.9636d-01  2.0974d-02  3.8825d-02  9.3230d-05  9.3490d-04  2.2458d-01  1.0715d-01  1.0413d-01  8.1275d-01
  n=0.3       9.3305D-03  2.7131D-01  1.8762D-02  1.8986D-02  1.3709D-06  1.8112D-04  6.4718D-02  8.0839D-02  5.7471D-02  5.2159D-01
  n=1         4.4432d-03  2.0908d-01  1.3853d-02  3.2414d-03  4.1563d-11  2.9948d-05  5.5468d-03  3.7815d-02  9.6133d-03  2.8361d-01
  n=3         1.1229D-03  1.3823D-01  8.3136D-03  1.7821D-04  0.0000D+00  4.2517D-06  9.5083D-05  1.0448D-02  3.5652D-04  1.5874D-01
  n=10        2.7236d-04  9.4319d-02  4.0932d-03  3.2988d-05  0.0000d+00  2.3825d-06  3.4704d-06  6.1550d-03  6.5472d-06  1.0489d-01
  n=30        8.8729D-06  2.4052D-02  5.6517D-04  5.8379D-14  0.0000D+00  2.9933D-13  2.8578D-20  1.0302D-05  3.2250D-15  2.4636D-02



destruction effiency = 1 - (Msurv / Minit)

  n=0.03      9.1554D-02  3.6581D-02  4.7590D-02  4.3780D-01  9.3187D-01  6.4728D-01  2.7204D-01  1.5114D-01  2.2685D-01  2.0911D-01
  n=0.1       2.9887d-01  7.6559d-02  9.9132d-02  6.3644d-01  9.9197d-01  9.0054d-01  5.4292d-01  2.7724d-01  4.1248d-01  3.8284d-01
  n=0.3       6.6787D-01  1.5460D-01  1.9414D-01  8.2222D-01  9.9988D-01  9.8073D-01  8.6828D-01  4.5471D-01  6.7575D-01  6.0393D-01
  n=1         8.4184d-01  3.4853d-01  4.0499d-01  9.6965d-01  1.0000d+00  9.9681d-01  9.8871d-01  7.4492d-01  9.4576d-01  7.8464d-01
  n=3         9.6003D-01  5.6927D-01  6.4292D-01  9.9833D-01  1.0000D+00  9.9955D-01  9.9981D-01  9.2952D-01  9.9799D-01  8.7946D-01
  n=10        9.9030d-01  7.0611d-01  8.2419d-01  9.9969d-01  1.0000d+00  9.9975d-01  9.9999d-01  9.5848d-01  9.9996d-01  9.2036d-01
  n=30        9.9968D-01  9.2506D-01  9.7573D-01  1.0000D+00  1.0000D+00  1.0000D+00  1.0000D+00  9.9993D-01  1.0000D+00  9.8129D-01
 
